"","Accession","log2_foldchange","foldchange","AveExpr","t","p_value","adj_p_value","q_value","B","description","exp_q.value_combined","sum_pep_score","coverage_percent","num_peptides","num_psms","num_unique_peptides","num_aas","mw_kda","calc_pi","biological_process","cellular_component","molecular_function","entrez_gene_id","ensembl_gene_id","gene_symbol","reactome_pathways","wikipathways"
"1767","Q80UJ7",-0.108454205838974,-1.0780725028002,24.959668950882,0.562283551223094,0.580853665285819,0.999721833650411,0.999721833650411,-4.72664264204914,"Rab3 GTPase-activating protein catalytic subunit OS=Mus musculus OX=10090 GN=Rab3gap1 PE=1 SV=4",0,91.769,14,12,39,12,981,110.1,5.73,"cell-cell signaling;cell organization and biogenesis;transport;developmental processes;signal transduction;other biological processes","ER/Golgi;other cell component","enzyme regulator activity;other molecular function","226407","ENSMUSG00000036104","Rab3gap1","RAB GEFs exchange GTP for GDP on RABs; COPI-independent Golgi-to-ER retrograde traffic",NA
"1768","O89053",0.108406006171151,1.07803648557754,25.7608295076808,-0.750226533533652,0.462806218815321,0.999721833650411,0.999721833650411,-4.6885842890361,"Coronin-1A OS=Mus musculus OX=10090 GN=Coro1a PE=1 SV=5",0,111.279,33,15,135,14,461,51,6.48,"cell adhesion;cell organization and biogenesis;stress response;transport;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;other cytoplasmic organelle;other cell component","cytoskeletal activity;other molecular function","12721","ENSMUSG00000030707","Coro1a",NA,NA
"1769","Q8VHH7",0.108371189871491,1.07801046983106,18.8591821228798,-0.529785198453918,0.602730555615217,0.999721833650411,0.999721833650411,-4.7321899787475,"Adenylate cyclase type 3 OS=Mus musculus OX=10090 GN=Adcy3 PE=1 SV=2",0.006,2.264,1,1,1,1,1145,129,6.29,"other metabolic processes;signal transduction;other biological processes","plasma membrane;other membranes;ER/Golgi;nucleus;other cell component","other molecular function","104111","ENSMUSG00000020654","Adcy3","Hedgehog 'off' state; PKA activation; Adenylate cyclase inhibitory pathway; G alpha (z) signalling events; Adenylate cyclase activating pathway","Purine metabolism; Chemokine signaling pathway; G Protein Signaling Pathways; Myometrial Relaxation and Contraction Pathways; Calcium Regulation in the Cardiac Cell"
"1770","D9HP81",0.108323421576287,1.07797477700035,20.913739514636,-0.532188914384427,0.60109872145304,0.999721833650411,0.999721833650411,-4.73179037104872,"Regulating synaptic membrane exocytosis 2 OS=Mus musculus OX=10090 GN=Rims2 PE=1 SV=1",0,38.249,5,6,20,6,1572,177.5,9.36,"transport","other membranes;other cell component","other molecular function","116838","ENSMUSG00000037386","Rims2",NA,NA
"1771","Q8R317",-0.108311255465953,-1.07796568657971,20.1942402880969,0.580509918029445,0.568763048637875,0.999721833650411,0.999721833650411,-4.72339545779906,"Ubiquilin-1 OS=Mus musculus OX=10090 GN=Ubqln1 PE=1 SV=1",0,47.371,10,4,34,2,582,61.9,4.94,"cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;other biological processes","plasma membrane;other membranes;cytosol;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component","signal transduction activity or receptor binding;other molecular function","56085","ENSMUSG00000005312","Ubqln1","Cargo recognition for clathrin-mediated endocytosis",NA
"1772","A0A0R4IZX5",0.108237919303619,1.07791089200767,23.6651231369662,-0.6469235181895,0.525840361149244,0.999721833650411,0.999721833650411,-4.71074696557104,"Neurocan core protein OS=Mus musculus OX=10090 GN=Ncan PE=1 SV=1",0,33.572,6,7,51,7,1268,137.1,5.76,"cell adhesion","non-structural extracellular","other molecular function","13004","ENSMUSG00000002341","Ncan",NA,"Spinal Cord Injury"
"1773","G3UXT7",0.108161461598648,1.07785376807861,20.6518723389814,-0.715565088725667,0.483433418792092,0.999721833650411,0.999721833650411,-4.69635240686568,"RNA-binding protein FUS (Fragment) OS=Mus musculus OX=10090 GN=Fus PE=1 SV=1",0,36.934,25,2,6,2,130,14,8.97,"other biological processes","nucleus","nucleic acid binding activity;other molecular function",NA,"ENSMUSG00000030795","Fus",NA,NA
"1774","A0A338P6I9",-0.108120336165538,-1.07782304324072,20.9112842495669,0.981610808956943,0.339293427100385,0.999721833650411,0.999721833650411,-4.628560015498,"Uncharacterized protein OS=Mus musculus OX=10090 PE=4 SV=1",0.001,4.376,29,2,22,2,59,6.8,8.63,NA,"other membranes",NA,NA,NA,NA,NA,NA
"1775","Q9D708",0.10809906252144,1.07780715003106,20.4002045713432,-0.571746507690449,0.574560036404954,0.999721833650411,0.999721833650411,-4.72496888043916,"Protein S100-A16 OS=Mus musculus OX=10090 GN=S100a16 PE=1 SV=1",0,37.145,28,3,12,3,124,14.3,5.86,"other biological processes","non-structural extracellular;plasma membrane;other membranes;cytosol;nucleus;other cell component","other molecular function","67860","ENSMUSG00000074457","S100a16",NA,NA
"1776","P70408",0.108072843405477,1.07778756245845,21.0219436824254,-0.889992017479593,0.385203116762055,0.999721833650411,0.999721833650411,-4.65397842015281,"Cadherin-10 OS=Mus musculus OX=10090 GN=Cdh10 PE=1 SV=3",0,21.101,6,4,4,4,788,88.3,4.94,"cell adhesion;cell organization and biogenesis;developmental processes;other biological processes","plasma membrane;other membranes;other cell component","other molecular function","320873","ENSMUSG00000022321","Cdh10","Adherens junctions interactions",NA
"1777","Q9CXV1",0.10799795601152,1.07773161812876,24.8708910720633,-0.840164495627636,0.411829897823606,0.999721833650411,0.999721833650411,-4.66690747368871,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdhd PE=1 SV=2",0,25.378,11,3,54,3,159,17,9.1,"other metabolic processes;stress response;other biological processes","other membranes;mitochondrion","other molecular function","66925","ENSMUSG00000000171","Sdhd","Citric acid cycle (TCA cycle)","Electron Transport Chain; TCA Cycle"
"1778","Q810B6",-0.107985957622446,-1.07772265504984,19.0798600349984,0.725541513152721,0.477441428740003,0.999721833650411,0.999721833650411,-4.69415052832653,"Rabankyrin-5 OS=Mus musculus OX=10090 GN=Ankfy1 PE=1 SV=2",0.001,4.599,1,2,6,2,1169,128.6,5.91,"cell organization and biogenesis;transport;other biological processes","other membranes;cytosol;other cytoplasmic organelle;other cell component","other molecular function","11736","ENSMUSG00000020790","Ankfy1","RHOD GTPase cycle",NA
"1779","Q9CR00",-0.107871307736591,-1.077637012647,19.5484189357353,0.717316730315134,0.482912370461416,0.999721833650411,0.999721833650411,-4.69583051541817,"26S proteasome non-ATPase regulatory subunit 9 OS=Mus musculus OX=10090 GN=Psmd9 PE=1 SV=1",0,5.603,4,1,7,1,222,24.7,6.43,"cell organization and biogenesis;other biological processes","nucleus;other cell component","other molecular function","67151","ENSMUSG00000029440","Psmd9","Neddylation; Separation of Sister Chromatids; Regulation of PTEN stability and activity; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; The role of GTSE1 in G2/M progression after G2 checkpoint; MAPK6/MAPK4 signaling; Regulation of RAS by GAPs; Antigen processing: Ubiquitination & Proteasome degradation; Downstream TCR signaling; FCERI mediated NF-kB activation; Asymmetric localization of PCP proteins; Degradation of AXIN; Hedgehog 'on' state; Ub-specific processing proteases; Regulation of RUNX3 expression and activity; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; CDK-mediated phosphorylation and removal of Cdc6; UCH proteinases; ABC-family proteins mediated transport; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Autodegradation of the E3 ubiquitin ligase COP1; AUF1 (hnRNP D0) binds and destabilizes mRNA; Degradation of DVL; Hedgehog ligand biogenesis; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; CDT1 association with the CDC6:ORC:origin complex; Orc1 removal from chromatin; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; ROS sensing by NFE2L2; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Interleukin-1 signaling; Regulation of ornithine decarboxylase (ODC); Cross-presentation of soluble exogenous antigens (endosomes)","Proteasome Degradation"
"1780","Q8CIV8",-0.107841901165742,-1.07761504730762,21.3049438304467,0.860972719225463,0.400569027989869,0.999721833650411,0.999721833650411,-4.66158654132169,"Tubulin-specific chaperone E OS=Mus musculus OX=10090 GN=Tbce PE=1 SV=1",0,18.362,6,3,15,3,524,59,6.29,"cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;other biological processes","cytoskeleton;other cell component","cytoskeletal activity;other molecular function","70430","ENSMUSG00000039233","Tbce",NA,NA
"1781","Q3B7Z2",-0.10781824455427,-1.07759737724516,21.6709454432992,0.723803899194197,0.478481885635003,0.999721833650411,0.999721833650411,-4.69453601653007,"Oxysterol-binding protein 1 OS=Mus musculus OX=10090 GN=Osbp PE=1 SV=3",0,56.503,15,8,46,8,805,88.7,7.2,"cell organization and biogenesis;transport","plasma membrane;other membranes;cytosol;ER/Golgi;nucleus;other cell component","transporter activity;other molecular function","76303","ENSMUSG00000024687","Osbp","Sphingolipid de novo biosynthesis; Synthesis of bile acids and bile salts",NA
"1782","P63318",-0.107786829312154,-1.07757391240126,25.2169582005624,0.778485420755315,0.44638966557334,0.999721833650411,0.999721833650411,-4.68200760521358,"Protein kinase C gamma type OS=Mus musculus OX=10090 GN=Prkcg PE=1 SV=1",0,203.598,32,18,186,17,697,78.3,7.46,"cell-cell signaling;protein metabolism;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;nucleus;other cell component","kinase activity;other molecular function","18752","ENSMUSG00000078816; ENSMUSG00000097449","Prkcg","Trafficking of GluR2-containing AMPA receptors; WNT5A-dependent internalization of FZD4; Calmodulin induced events; Disinhibition of SNARE formation","PluriNetWork: mechanisms associated with pluripotency; G Protein Signaling Pathways; Myometrial Relaxation and Contraction Pathways; Wnt Signaling Pathway; MAPK signaling pathway; Calcium Regulation in the Cardiac Cell; Wnt Signaling Pathway and Pluripotency"
"1783","E9QNX9",0.107676157272529,1.07749125270864,21.1494696975778,-0.545784845547771,0.592299221592866,0.999721833650411,0.999721833650411,-4.72939035491433,"Tyrosine-protein kinase receptor OS=Mus musculus OX=10090 GN=Igf1r PE=1 SV=1",0.049,1.202,1,1,1,1,1369,155.2,5.83,"protein metabolism;other metabolic processes;transport;signal transduction;other biological processes","plasma membrane;other membranes;other cell component","signal transduction activity or receptor binding;transporter activity;kinase activity;other molecular function","16001","ENSMUSG00000005533","Igf1r",NA,"Apoptosis; Endochondral Ossification; MicroRNAs in Cardiomyocyte Hypertrophy; Focal Adhesion-PI3K-Akt-mTOR-signaling pathway; Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling; Id Signaling Pathway; Insulin Signaling"
"1784","A0A6I8MX27",-0.107498268320576,-1.07735840275232,28.0726867504471,0.627055814027865,0.538490371574617,0.999721833650411,0.999721833650411,-4.71466406910917,"L-lactate dehydrogenase OS=Mus musculus OX=10090 GN=Ldhb PE=1 SV=1",0,269.015,44,17,319,16,341,37.3,6.25,"other metabolic processes","other cell component","other molecular function","16832","ENSMUSG00000030246","Ldhb",NA,"Glycolysis and Gluconeogenesis"
"1785","Q3UZP4",0.10743010995526,1.0773075054726,20.3037698017823,-0.597601140104281,0.557545153010552,0.999721833650411,0.999721833650411,-4.72026235527505,"Small VCP/p97-interacting protein OS=Mus musculus OX=10090 GN=Svip PE=3 SV=1",0,15.2,18,1,11,1,77,8.4,8.91,"other biological processes","plasma membrane;other membranes;ER/Golgi","other molecular function","75744","ENSMUSG00000074093","Svip","Neutrophil degranulation",NA
"1786","Q6ZPJ3",-0.107322940071754,-1.07722748119274,23.0645075530979,0.729311439360744,0.475188678216769,0.999721833650411,0.999721833650411,-4.69331130344028,"(E3-independent) E2 ubiquitin-conjugating enzyme UBE2O OS=Mus musculus OX=10090 GN=Ube2o PE=1 SV=3",0,144.822,15,15,102,15,1288,140.7,5.06,"protein metabolism;other metabolic processes;transport;other biological processes","cytosol;nucleus;other cell component","enzyme regulator activity;other molecular function","217342","ENSMUSG00000020802","Ube2o","Antigen processing: Ubiquitination & Proteasome degradation",NA
"1787","P45376",-0.107288602477666,-1.07720184239954,24.1121327071979,0.621574023730212,0.542009655420055,0.999721833650411,0.999721833650411,-4.71572492345955,"Aldo-keto reductase family 1 member B1 OS=Mus musculus OX=10090 GN=Akr1b1 PE=1 SV=3",0,81.748,40,11,71,10,316,35.7,7.18,"other metabolic processes;stress response;developmental processes;signal transduction;other biological processes","non-structural extracellular;cytosol;nucleus;other cytoplasmic organelle;other cell component","other molecular function","11677","ENSMUSG00000001642","Akr1b1","Pregnenolone biosynthesis; Fructose biosynthesis","Metapathway biotransformation; Polyol pathway; Eicosanoid metabolism via Cyclo Oxygenases (COX)"
"1788","Q63810",0.107286219401171,1.0772000630545,25.8212488029415,-0.698359330306136,0.493870832966898,0.999721833650411,0.999721833650411,-4.70008486068377,"Calcineurin subunit B type 1 OS=Mus musculus OX=10090 GN=Ppp3r1 PE=1 SV=3",0,167.44,63,8,138,8,170,19.3,4.81,"protein metabolism;other metabolic processes;transport;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;other cell component","enzyme regulator activity;other molecular function","19058","ENSMUSG00000033953","Ppp3r1","FCERI mediated Ca+2 mobilization; Ca2+ pathway; Calcineurin activates NFAT; CLEC7A (Dectin-1) induces NFAT activation; Activation of BAD and translocation to mitochondria","Alzheimers Disease; MAPK signaling pathway"
"1789","Q8VHQ9",-0.107185259842652,-1.07712468341117,21.9968257601015,0.72282479154724,0.479068752138451,0.999721833650411,0.999721833650411,-4.69475286274239,"Acyl-coenzyme A thioesterase 11 OS=Mus musculus OX=10090 GN=Acot11 PE=1 SV=1",0,105.106,24,8,44,8,594,67.3,6.8,"other metabolic processes;stress response;signal transduction;other biological processes","cytosol;mitochondrion;other cell component","other molecular function","329910","ENSMUSG00000034853","Acot11","Mitochondrial Fatty Acid Beta-Oxidation",NA
"1790","Q4FE56",-0.107143091368162,-1.07709320063785,23.9263072633273,0.6766379212183,0.507232564302136,0.999721833650411,0.999721833650411,-4.70467860136171,"Ubiquitinyl hydrolase 1 OS=Mus musculus OX=10090 GN=Usp9x PE=1 SV=1",0,296.79,17,37,186,27,2554,290,5.83,"cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes;signal transduction;other biological processes","cytosol;other cell component","other molecular function","22284","ENSMUSG00000031010","Usp9x",NA,NA
"1791","P63046",-0.107086710389183,-1.07705110831704,21.2150809839248,0.570872265949715,0.575550238112946,0.999721833650411,0.999721833650411,-4.72501101114478,"Sulfotransferase 4A1 OS=Mus musculus OX=10090 GN=Sult4a1 PE=1 SV=1",0,77.134,37,8,45,8,284,33,5.53,"other metabolic processes","other cell component","other molecular function","29859","ENSMUSG00000018865","Sult4a1","Cytosolic sulfonation of small molecules","Metapathway biotransformation"
"1792","O08553",-0.10702247263935,-1.07700315237529,29.8833853069227,0.760763772910544,0.456642414050278,0.999721833650411,0.999721833650411,-4.68615736189295,"Dihydropyrimidinase-related protein 2 OS=Mus musculus OX=10090 GN=Dpysl2 PE=1 SV=2",0,851.698,76,32,1016,27,572,62.2,6.38,"cell organization and biogenesis;transport;developmental processes;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;other cell component","cytoskeletal activity;other molecular function","12934","ENSMUSG00000022048","Dpysl2","Recycling pathway of L1; CRMPs in Sema3A signaling","PluriNetWork: mechanisms associated with pluripotency"
"1793","Q9EPU0",-0.10694034379819,-1.07694184315839,20.394957487782,0.753190620588037,0.461067290167371,0.999721833650411,0.999721833650411,-4.68790466821565,"Regulator of nonsense transcripts 1 OS=Mus musculus OX=10090 GN=Upf1 PE=1 SV=2",0,30.974,8,7,13,7,1124,123.9,6.61,"cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;other biological processes","cytosol;nucleus;other cell component","nucleic acid binding activity;other molecular function","19704","ENSMUSG00000058301","Upf1","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",NA
"1794","Q60649",0.106793162222129,1.076831980777,23.4401622453862,-0.952984970700452,0.353212222506371,0.999721833650411,0.999721833650411,-4.63672620975144,"Caseinolytic peptidase B protein homolog OS=Mus musculus OX=10090 GN=Clpb PE=1 SV=1",0,160.597,23,12,96,12,677,76,8.51,"stress response;signal transduction","mitochondrion;other cell component","other molecular function","20480","ENSMUSG00000001829","Clpb",NA,NA
"1795","Q0KK56",0.106688679782906,1.07675399758942,21.9468125926484,-0.615832280486859,0.545709136863108,0.999721833650411,0.999721833650411,-4.71682680675701,"Protein FAM184B OS=Mus musculus OX=10090 GN=Fam184b PE=2 SV=1",0.025,1.581,1,1,7,1,942,107.5,5.78,NA,NA,NA,"58227","ENSMUSG00000015879","Fam184b",NA,NA
"1796","A0A494B952",-0.10668246868202,-1.07674936195048,19.8679904923965,0.525999701436624,0.606097546532477,0.999721833650411,0.999721833650411,-4.73259824594425,"Isochorismatase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Isoc1 PE=1 SV=1",0,28.699,25,5,11,5,257,27.5,7.02,NA,NA,NA,NA,"ENSMUSG00000024601","Isoc1",NA,NA
"1797","Q9D6T9",-0.106666244817511,-1.07673725340568,24.824084885868,1.00648742274362,0.327511429760363,0.999721833650411,0.999721833650411,-4.62130141349429,"28S ribosomal protein S36, mitochondrial OS=Mus musculus OX=10090 GN=Mrps36 PE=1 SV=1",0,120.446,69,4,111,1,100,10.9,9.99,NA,"mitochondrion;translational apparatus",NA,"66128","ENSMUSG00000061474","Mrps36",NA,NA
"1798","A0A1B0GT88",0.106495046967588,1.07660948962967,27.3768601620309,-0.721930342601539,0.479605247651596,0.999721833650411,0.999721833650411,-4.69495072735122,"Brain-enriched guanylate kinase-associated protein OS=Mus musculus OX=10090 GN=Begain PE=1 SV=1",0,72.042,12,8,45,8,824,89,6.19,NA,NA,NA,NA,"ENSMUSG00000040867","Begain",NA,NA
"1799","Q8K183",-0.106492703788497,-1.07660774103643,24.182054451837,0.556021628486642,0.585037523244874,0.999721833650411,0.999721833650411,-4.72773576042575,"Pyridoxal kinase OS=Mus musculus OX=10090 GN=Pdxk PE=1 SV=1",0,204.923,46,11,152,11,312,35,6.29,"other metabolic processes;other biological processes","cytosol;nucleus","kinase activity;other molecular function","216134","ENSMUSG00000032788","Pdxk","Neutrophil degranulation; Vitamins B6 activation to pyridoxal phosphate",NA
"1800","Q9D328",0.106487190940644,1.0766036270947,21.0392075794909,-0.636201184237024,0.53264688019579,0.999721833650411,0.999721833650411,-4.71287501413077,"Transmembrane protein 35A OS=Mus musculus OX=10090 GN=Tmem35a PE=1 SV=1",0,21.342,14,2,29,2,167,18.5,9.99,NA,"other membranes;other cytoplasmic organelle;other cell component",NA,"67564","ENSMUSG00000033578","Tmem35a",NA,NA
"1801","S4R2D2",0.106267022043291,1.07643933974303,20.0105688970642,-0.465713415266164,0.64732733983319,0.999721833650411,0.999721833650411,-4.7421195931226,"ADP-ribosylation factor-binding protein GGA3 OS=Mus musculus OX=10090 GN=Gga3 PE=1 SV=1",0,66.94,16,7,33,7,595,64.5,5.47,"transport","ER/Golgi","other molecular function",NA,"ENSMUSG00000020740","Gga3",NA,NA
"1802","Q9D7A8",0.106153624842133,1.07635473391312,24.2350782688016,-0.670230918925493,0.511212814688057,0.999721833650411,0.999721833650411,-4.70600821720633,"Armadillo repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Armc1 PE=1 SV=1",0,164.8,41,9,95,9,282,31.2,5.57,"cell organization and biogenesis;transport","other membranes;cytosol;mitochondrion","other molecular function","74252","ENSMUSG00000027599","Armc1",NA,NA
"1803","Q8BZ09",-0.106137530821677,-1.07634272667806,19.9044802395258,0.696592281609986,0.494950133215178,0.999721833650411,0.999721833650411,-4.70046350964659,"Mitochondrial 2-oxodicarboxylate carrier OS=Mus musculus OX=10090 GN=Slc25a21 PE=1 SV=1",0,12.387,9,2,6,2,298,33.2,9.72,"transport","other membranes;mitochondrion","transporter activity","217593","ENSMUSG00000035472","Slc25a21","Lysine catabolism",NA
"1804","Q920R0",-0.106010813473134,-1.07624819158722,20.3098758873661,0.611524361485821,0.548493685455556,0.999721833650411,0.999721833650411,-4.71764728394871,"Alsin OS=Mus musculus OX=10090 GN=Als2 PE=1 SV=3",0.003,2.869,1,1,2,1,1651,182.5,6.3,"cell-cell signaling;cell organization and biogenesis;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes","other membranes;cytosol;cytoskeleton;nucleus;other cytoplasmic organelle;other cell component","enzyme regulator activity;other molecular function","74018","ENSMUSG00000026024","Als2","RAB GEFs exchange GTP for GDP on RABs; RAC1 GTPase cycle",NA
"1805","O35082",0.105764125196693,1.07606417826058,19.3928536730306,-0.493593468001507,0.627557789679318,0.999721833650411,0.999721833650411,-4.73799871236895,"Klotho OS=Mus musculus OX=10090 GN=Kl PE=1 SV=2",0.049,1.204,1,1,1,1,1014,116.3,8.25,"other metabolic processes;stress response;signal transduction;other biological processes","non-structural extracellular;plasma membrane;other membranes;ER/Golgi","signal transduction activity or receptor binding;other molecular function","16591","ENSMUSG00000058488","Kl","RAF/MAP kinase cascade; PIP3 activates AKT signaling; PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling; PI3K Cascade; FGFR1c and Klotho ligand binding and activation; Phospholipase C-mediated cascade: FGFR1; SHC-mediated cascade:FGFR1; PI-3K cascade:FGFR1; FRS-mediated FGFR1 signaling; Negative regulation of FGFR1 signaling",NA
"1806","P53798",-0.10575823079148,-1.07605978180453,18.5250176699372,0.649571876278333,0.524166645246297,0.999721833650411,0.999721833650411,-4.71021629311072,"Squalene synthase OS=Mus musculus OX=10090 GN=Fdft1 PE=1 SV=2",0,6.483,3,1,2,1,416,48.1,6.32,"other metabolic processes","other membranes;ER/Golgi;other cell component","other molecular function","14137","ENSMUSG00000021273","Fdft1","Cholesterol biosynthesis","Cholesterol Biosynthesis; Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways)"
"1807","E9PUN6",0.105632820140364,1.0759662461031,17.7153296071658,-0.397596936763584,0.695871774101607,0.999721833650411,0.999721833650411,-4.75142572361007,"A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9 OS=Mus musculus OX=10090 GN=Adamts9 PE=1 SV=1",0.051,1.167,0,1,1,1,1931,215.6,7.64,"cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes","non-structural extracellular;extracellular matrix;ER/Golgi;other cell component","other molecular function",NA,"ENSMUSG00000030022","Adamts9","O-glycosylation of TSR domain-containing proteins",NA
"1808","Q9CQA3",0.105528410890791,1.07588838019233,27.8087899956129,-0.897953986445989,0.381056373253912,0.999721833650411,0.999721833650411,-4.65185318693134,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdhb PE=1 SV=1",0,164.904,42,15,261,15,282,31.8,8.68,"other metabolic processes","plasma membrane;other membranes;mitochondrion;nucleus","other molecular function","67680","ENSMUSG00000009863","Sdhb","Citric acid cycle (TCA cycle)","Electron Transport Chain; TCA Cycle"
"1809","E9Q828",-0.105406535725191,-1.07579749574868,26.4129911185146,0.648564424613124,0.524802987734791,0.999721833650411,0.999721833650411,-4.71041839985077,"Calcium-transporting ATPase OS=Mus musculus OX=10090 GN=Atp2b4 PE=1 SV=1",0,548.315,29,33,573,19,1172,129.2,6.73,"transport","plasma membrane;other membranes","transporter activity;other molecular function","381290","ENSMUSG00000026463","Atp2b4",NA,NA
"1810","G3X8R8",-0.105383336182115,-1.07578019631328,19.7747887022478,0.613134074576622,0.547452310151116,0.999721833650411,0.999721833650411,-4.71734132848168,"Myocardin-related transcription factor B OS=Mus musculus OX=10090 GN=Mrtfb PE=1 SV=1",0,27.762,4,3,8,3,1091,118.5,6.09,"other biological processes",NA,"other molecular function","239719","ENSMUSG00000009569","Mrtfb",NA,NA
"1811","Q9JMG1",-0.105374373702055,-1.07577351324559,18.7307279915794,0.823750360115399,0.420855188149802,0.999721833650411,0.999721833650411,-4.67102466979538,"Endothelial differentiation-related factor 1 OS=Mus musculus OX=10090 GN=Edf1 PE=1 SV=1",0.003,3.114,5,1,3,1,148,16.4,9.99,"developmental processes;other biological processes","cytosol;nucleus;other cell component","nucleic acid binding activity;other molecular function","59022","ENSMUSG00000015092","Edf1",NA,NA
"1812","Q8CBY0",-0.105220523333784,-1.07565879785402,18.3369273373058,0.277571527678162,0.785127264426378,0.999721833650411,0.999721833650411,-4.70325239438912,"Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial OS=Mus musculus OX=10090 GN=Gatc PE=1 SV=1",0,15.2,17,1,7,1,155,16.7,5.16,"protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes","mitochondrion;other cell component","other molecular function","384281","ENSMUSG00000029536","Gatc",NA,"mRNA processing"
"1813","P63087",0.105174704131318,1.07562463606362,24.1313384803827,-0.807138386181623,0.43011651085396,0.999721833650411,0.999721833650411,-4.67511892152129,"Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Mus musculus OX=10090 GN=Ppp1cc PE=1 SV=1",0,108.733,30,8,115,3,323,37,6.54,"cell cycle OR cell proliferation;protein metabolism;other metabolic processes;developmental processes;other biological processes","plasma membrane;other membranes;mitochondrion;nucleus;other cell component","other molecular function","19047","ENSMUSG00000004455","Ppp1cc","Separation of Sister Chromatids; RAF activation; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal; Resolution of Sister Chromatid Cohesion; RHO GTPases Activate Formins; EML4 and NUDC in mitotic spindle formation","Insulin Signaling"
"1814","Q14C51",-0.105174464624881,-1.07562445749573,22.2311870379231,0.833492986474096,0.415483104885308,0.999721833650411,0.999721833650411,-4.66858946498101,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Ptcd3 PE=1 SV=2",0,85.468,19,11,41,10,685,77.7,5.88,"protein metabolism;other metabolic processes;other biological processes","plasma membrane;other membranes;cytosol;translational apparatus;nucleus","translation activity;nucleic acid binding activity","69956","ENSMUSG00000063884","Ptcd3","Mitochondrial translation elongation; Mitochondrial translation termination",NA
"1815","Q9CWJ9",-0.105069691753396,-1.07554634523514,22.8799522290042,0.830097402519977,0.417350422831501,0.999721833650411,0.999721833650411,-4.66944104679413,"Bifunctional purine biosynthesis protein ATIC OS=Mus musculus OX=10090 GN=Atic PE=1 SV=2",0,165.238,32,13,80,13,592,64.2,6.76,"other metabolic processes;developmental processes;other biological processes","plasma membrane;other membranes;cytosol","other molecular function","108147","ENSMUSG00000026192","Atic","Purine ribonucleoside monophosphate biosynthesis","Purine metabolism; One Carbon Metabolism"
"1816","P53702",-0.105009963345474,-1.075501817917,22.8770991603586,0.771415420549743,0.450462832713482,0.999721833650411,0.999721833650411,-4.68367335054153,"Cytochrome c-type heme lyase OS=Mus musculus OX=10090 GN=Hccs PE=1 SV=2",0,43.527,21,6,54,6,272,31,7.12,"cell organization and biogenesis;protein metabolism;other metabolic processes","other membranes;cytosol;mitochondrion","other molecular function","15159","ENSMUSG00000031352","Hccs",NA,NA
