Accession,log2_foldchange,foldchange,AveExpr,t,p_value,adj_p_value,q_value,B,description,exp_q-value_combined,sum_pep_score,coverage_percent,num_peptides,num_psms,num_unique_peptides,num_aas,mw_kda,calc_pi,biological_process,cellular_component,molecular_function,entrez_gene_id,ensembl_gene_id,gene_symbol,reactome_pathways,wikipathways
A0A0G2JFB2,-0.07312840277693056,-1.0519954047563842,23.96775731852207,-0.587912218127687,0.563890165811754,0.9997218336504108,0.9997218336504108,-4.722048938575841,Tudor and KH domain-containing protein OS=Mus musculus OX=10090 GN=Tdrkh PE=1 SV=1,0,129.33,25,11,97,11,556,61.6,4.89,NA,other membranes,nucleic acid binding activity,NA,ENSMUSG00000041912,Tdrkh,NA,NA
P54822,-0.07288239724643475,-1.051816035855269,22.249960985817154,-0.5516669253784108,0.5879560205119986,0.9997218336504108,0.9997218336504108,-4.728489139425602,Adenylosuccinate lyase OS=Mus musculus OX=10090 GN=Adsl PE=1 SV=2,0,115.336,35,11,87,11,484,54.8,7.27,other metabolic processes;stress response;other biological processes,cytosol;other cell component,other molecular function,11564,ENSMUSG00000022407,Adsl,Purine ribonucleoside monophosphate biosynthesis,Purine metabolism; Nucleotide Metabolism
Q8VBW6,-0.07286594953433223,-1.0518040445000367,19.651129180447022,-0.3000249835788676,0.7677931244323597,0.9997218336504108,0.9997218336504108,-4.76226547401133,NEDD8-activating enzyme E1 regulatory subunit OS=Mus musculus OX=10090 GN=Nae1 PE=1 SV=1,0,22.235,5,2,8,2,534,60.2,5.52,cell cycle OR cell proliferation;protein metabolism;other metabolic processes;other biological processes,plasma membrane;other membranes;other cytoplasmic organelle;other cell component,other molecular function,234664,ENSMUSG00000031878,Nae1,Neddylation,Alzheimers Disease
Q6PAK3,0.07275246838420912,1.0517213137530392,21.793226905672775,0.36806527468726846,0.7171143130208932,0.9997218336504108,0.9997218336504108,-4.755077239145552,Protein arginine N-methyltransferase 8 OS=Mus musculus OX=10090 GN=Prmt8 PE=1 SV=2,0,23.11,11,4,25,2,394,45.2,6.93,cell organization and biogenesis;protein metabolism;other metabolic processes,plasma membrane;other membranes,other molecular function,381813,ENSMUSG00000030350,Prmt8,NA,NA
Q3TVK3,0.07267752178087505,1.0516666792734481,23.29091540810907,0.4909211265082485,0.629409776211993,0.9997218336504108,0.9997218336504108,-4.7384120933934035,Aspartyl aminopeptidase OS=Mus musculus OX=10090 GN=Dnpep PE=1 SV=1,0,99.844,25,9,88,9,475,52.4,7.25,protein metabolism;other metabolic processes,cytosol,other molecular function,13437,ENSMUSG00000026209,Dnpep,NA,NA
E9PUC5,-0.07265424192965142,-1.0516497093348214,22.56331192902196,-0.4541593354626815,0.6551390883035728,0.9997218336504108,0.9997218336504108,-4.743880458552285,PH and SEC7 domain-containing protein 3 OS=Mus musculus OX=10090 GN=Psd3 PE=1 SV=1,0,197.71,48,17,190,2,376,42.3,9.6,NA,NA,other molecular function,234353,ENSMUSG00000030465,Psd3,NA,NA
Q9JK23,-0.07261508619336254,-1.0516211672252807,17.439143602988008,-0.4330102837651843,0.6711639315862153,0.9997218336504108,0.9997218336504108,-4.746579691179601,Proteasome assembly chaperone 1 OS=Mus musculus OX=10090 GN=Psmg1 PE=1 SV=1,0,18.031,9,2,6,2,289,33.1,6.37,cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes,cytosol;ER/Golgi;nucleus;other cell component,other molecular function,56088,ENSMUSG00000022913,Psmg1,NA,NA
P63248,-0.07256261662411134,-1.05158292136963,18.624106883721087,-0.224108241338063,0.8253424045506279,0.9997218336504108,0.9997218336504108,-4.768635998062133,cAMP-dependent protein kinase inhibitor alpha OS=Mus musculus OX=10090 GN=Pkia PE=1 SV=2,0,38.97,71,3,4,3,76,8,4.54,other biological processes,nucleus;other cell component,enzyme regulator activity;other molecular function,18767,ENSMUSG00000027499,Pkia,NA,Myometrial Relaxation and Contraction Pathways; Calcium Regulation in the Cardiac Cell
P61148,0.07249322990541529,1.051532346486057,18.62417085776019,0.393910051173673,0.6982716662601376,0.9997218336504108,0.9997218336504108,-4.7519549113722555,Fibroblast growth factor 1 OS=Mus musculus OX=10090 GN=Fgf1 PE=1 SV=1,0.001,4.989,12,2,8,2,155,17.4,7.02,cell cycle OR cell proliferation;stress response;developmental processes;signal transduction;other biological processes,non-structural extracellular;extracellular matrix;cytosol;nucleus;other cell component,signal transduction activity or receptor binding;other molecular function,14164,ENSMUSG00000036585,Fgf1,"RAF/MAP kinase cascade; PIP3 activates AKT signaling; PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling; PI3K Cascade; Phospholipase C-mediated cascade; FGFR2; PI-3K cascade:FGFR2; SHC-mediated cascade:FGFR2; FRS-mediated FGFR2 signaling; Negative regulation of FGFR2 signaling; FGFR4 ligand binding and activation; Phospholipase C-mediated cascade; FGFR4; FRS-mediated FGFR4 signaling; SHC-mediated cascade:FGFR4; PI-3K cascade:FGFR4; Negative regulation of FGFR4 signaling; FGFR3b ligand binding and activation; FGFR3c ligand binding and activation; FGFR2c ligand binding and activation; Phospholipase C-mediated cascade; FGFR3; SHC-mediated cascade:FGFR3; FRS-mediated FGFR3 signaling; PI-3K cascade:FGFR3; Negative regulation of FGFR3 signaling; Phospholipase C-mediated cascade: FGFR1; SHC-mediated cascade:FGFR1; PI-3K cascade:FGFR1; FRS-mediated FGFR1 signaling; Negative regulation of FGFR1 signaling; FGFR1b ligand binding and activation; FGFR2b ligand binding and activation; FGFR1c ligand binding and activation",Focal Adhesion-PI3K-Akt-mTOR-signaling pathway; ESC Pluripotency Pathways; Lung fibrosis; Regulation of Actin Cytoskeleton
F6TKU5,0.07246668335985973,1.051512997771515,23.826062727226542,0.5714946122458785,0.5747271127494726,0.9997218336504108,0.9997218336504108,-4.725013774632263,NMDA receptor synaptonuclear-signaling and neuronal migration factor OS=Mus musculus OX=10090 GN=Nsmf PE=1 SV=1,0.016,1.954,1,1,3,1,509,57.4,8.51,other biological processes,NA,NA,NA,ENSMUSG00000006476,Nsmf,NA,NA
Q6I6G8,0.07225113928696913,1.0513559095043,19.181032065790465,0.41531142833011114,0.6837889354212412,0.9997218336504108,0.9997218336504108,-4.748969421418377,E3 ubiquitin-protein ligase HECW2 OS=Mus musculus OX=10090 GN=Hecw2 PE=1 SV=1,0,20.354,3,3,5,3,1578,176.1,5.41,protein metabolism;other metabolic processes;other biological processes,cytoskeleton;other cell component,other molecular function,329152,ENSMUSG00000042807,Hecw2,Antigen processing: Ubiquitination & Proteasome degradation,NA
V9GXD9,0.0721705481351762,1.0512971807953484,19.46342575561623,0.4202585667997092,0.6806698799034829,0.9997218336504108,0.9997218336504108,-4.748204593524725,Synergin gamma OS=Mus musculus OX=10090 GN=Synrg PE=1 SV=1,0,36.868,4,4,5,4,1216,129.9,5.02,NA,NA,NA,NA,ENSMUSG00000034940,Synrg,NA,NA
E9QPH0,0.072108159886632,1.0512517192322277,22.261369862861915,0.3612078478292803,0.7221459936297794,0.9997218336504108,0.9997218336504108,-4.75587105076302,cGMP-dependent protein kinase OS=Mus musculus OX=10090 GN=Prkg2 PE=1 SV=1,0.036,1.423,1,1,11,1,733,84.2,8.4,protein metabolism;other metabolic processes,NA,kinase activity;other molecular function,NA,ENSMUSG00000029334,Prkg2,NA,NA
A2A517,-0.07208074504525896,-1.0512317429902047,19.186863580017402,-0.43196437076892774,0.6708938837888376,0.9997218336504108,0.9997218336504108,-4.746983885764847,Cytohesin-1 (Fragment) OS=Mus musculus OX=10090 GN=Cyth1 PE=1 SV=1,0,25.365,11,4,29,1,460,52.5,5.2,other biological processes,NA,enzyme regulator activity,NA,ENSMUSG00000017132,Cyth1,NA,NA
Q9Z2I2,-0.07204211245063163,-1.0512035934056514,20.333233261094712,-0.4635371550552043,0.6492178436627927,0.9997218336504108,0.9997218336504108,-4.742342629509163,Peptidyl-prolyl cis-trans isomerase FKBP1B OS=Mus musculus OX=10090 GN=Fkbp1b PE=1 SV=3,0,28.084,26,2,10,2,108,11.8,8.47,cell-cell signaling;cell cycle OR cell proliferation;protein metabolism;other metabolic processes;stress response;transport;signal transduction;other biological processes,other membranes;cytosol;cytoskeleton;ER/Golgi;other cell component,signal transduction activity or receptor binding;other molecular function,14226,ENSMUSG00000020635,Fkbp1b,Stimuli-sensing channels; Ion homeostasis,NA
F8WJK8,0.0720170467452732,1.0511853297186624,24.850252280372278,0.5355147413556246,0.5988444609108581,0.9997218336504108,0.9997218336504108,-4.731234640724529,Hsc70-interacting protein OS=Mus musculus OX=10090 GN=St13 PE=1 SV=1,0,79.428,20,8,94,8,362,40.5,5.3,NA,NA,other molecular function,NA,ENSMUSG00000022403,St13,NA,NA
Q9WV55,-0.07200257484668171,-1.0511747851678312,25.96962742859235,-0.40508670397481766,0.690184322697673,0.9997218336504108,0.9997218336504108,-4.750540939516502,Vesicle-associated membrane protein-associated protein A OS=Mus musculus OX=10090 GN=Vapa PE=1 SV=2,0,158.125,51,10,217,9,249,27.8,8.4,cell organization and biogenesis;transport;developmental processes;other biological processes,plasma membrane;other membranes;cytoskeleton;ER/Golgi;nucleus;other cell component,cytoskeletal activity;other molecular function,30960,ENSMUSG00000024091,Vapa,Neutrophil degranulation; Insertion of tail-anchored proteins into the endoplasmic reticulum membrane; Sphingolipid de novo biosynthesis,Exercise-induced Circadian Regulation
Q7TNS5,0.07196621275984327,1.0511482914002288,19.0009819934811,0.1877131674175885,0.8537925880275343,0.9997218336504108,0.9997218336504108,-4.690732859243496,RIKEN cDNA B630019K06 gene OS=Mus musculus OX=10090 GN=B630019K06Rik PE=1 SV=1,0,6.779,3,1,8,1,333,34.8,6.65,NA,NA,NA,NA,ENSMUSG00000052364,B630019K06Rik,NA,NA
Q8C3Q5,-0.07195457341149236,-1.051139810999706,23.208450573493323,-0.2808675857145178,0.7820126894737875,0.9997218336504108,0.9997218336504108,-4.764080914061931,Protein shisa-7 OS=Mus musculus OX=10090 GN=Shisa7 PE=1 SV=3,0,97.609,16,8,81,8,558,58.3,9.82,cell organization and biogenesis;signal transduction;other biological processes,plasma membrane;other membranes;other cell component,signal transduction activity or receptor binding,232813,ENSMUSG00000053550,Shisa7,NA,NA
Q8K097,-0.07191898562006571,-1.0511138822469772,20.747612332056917,-0.5196339847561192,0.6096457661593855,0.9997218336504108,0.9997218336504108,-4.733858647291172,Protein lifeguard 2 OS=Mus musculus OX=10090 GN=Faim2 PE=2 SV=1,0,33.055,7,2,16,2,317,35.2,6.92,stress response;developmental processes;other biological processes,plasma membrane;other membranes;ER/Golgi,NA,72393,ENSMUSG00000023011,Faim2,NA,NA
A0A2R8VK70,-0.07181392649875917,-1.0510373414140033,21.456924989744397,-0.4602060530531964,0.6508752235843032,0.9997218336504108,0.9997218336504108,-4.743009049330921,Integrin-associated protein OS=Mus musculus OX=10090 GN=Cd47 PE=1 SV=1,0,99.762,19,7,199,1,321,35.1,8.21,other biological processes,plasma membrane;other membranes,other molecular function,NA,ENSMUSG00000055447,Cd47,NA,Spinal Cord Injury
Q8BTG3,-0.07176595471987568,-1.0510023934234383,17.34012703108911,-0.3110063554204477,0.7595741988634012,0.9997218336504108,0.9997218336504108,-4.740566444594319,T-complex protein 11-like protein 1 OS=Mus musculus OX=10090 GN=Tcp11l1 PE=1 SV=1,0,6.645,2,1,8,1,509,56.3,5.5,signal transduction,cytoskeleton,NA,320554,ENSMUSG00000027175,Tcp11l1,NA,NA
F8WIT2,-0.07167696404108881,-1.0509375657715863,27.928198385752395,-0.6513778864724339,0.5230269795717223,0.9997218336504108,0.9997218336504108,-4.709853262074124,Annexin OS=Mus musculus OX=10090 GN=Anxa6 PE=1 SV=1,0,340.51,53,32,313,1,667,75.2,5.55,NA,other cell component,other molecular function,11749,ENSMUSG00000018340,Anxa6,NA,Prostaglandin Synthesis and Regulation; Calcium Regulation in the Cardiac Cell
Q01853,-0.07165580560397444,-1.0509221529277695,26.577729616221657,-0.4847251609820646,0.6337134307606965,0.9997218336504108,0.9997218336504108,-4.739362289197095,Transitional endoplasmic reticulum ATPase OS=Mus musculus OX=10090 GN=Vcp PE=1 SV=4,0,497.884,48,36,473,36,806,89.3,5.26,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;transport;other biological processes,other membranes;cytosol;ER/Golgi;nucleus;other cell component,signal transduction activity or receptor binding;enzyme regulator activity;other molecular function,269523,ENSMUSG00000028452,Vcp,ABC-family proteins mediated transport; Hedgehog ligand biogenesis; RHOH GTPase cycle; Neutrophil degranulation; Ovarian tumor domain proteases; Translesion Synthesis by POLH; HSF1 activation; N-glycan trimming in the ER and Calnexin/Calreticulin cycle; Josephin domain DUBs; Protein methylation,IL-9 Signaling Pathway
O35250,-0.0715543966634371,-1.050848284817318,23.47060882343692,-0.23327225474154742,0.8181803886249376,0.9997218336504108,0.9997218336504108,-4.767989411408923,Exocyst complex component 7 OS=Mus musculus OX=10090 GN=Exoc7 PE=1 SV=2,0,125.672,29,18,90,18,697,79.9,6.98,transport;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;other cell component,NA,53413,ENSMUSG00000020792,Exoc7,VxPx cargo-targeting to cilium; Insulin processing,Dysregulated miRNA Targeting in Insulin/PI3K-AKT Signaling
J3QPY0,0.07152390418723087,1.050826074560272,18.27259271990271,0.30035922751866106,0.7673421856967093,0.9997218336504108,0.9997218336504108,-4.762274450882543,RIKEN cDNA 1600014C10 gene OS=Mus musculus OX=10090 GN=1600014C10Rik PE=1 SV=1,0.001,4.545,18,1,3,1,55,5.6,8.98,NA,other membranes;cytosol;mitochondrion;ER/Golgi,NA,NA,ENSMUSG00000054676,1600014C10Rik,NA,NA
P42208,0.0714901296784447,1.050801474268423,24.533755584746693,0.5420504626877788,0.594426677606265,0.9997218336504108,0.9997218336504108,-4.730133006895035,Septin-2 OS=Mus musculus OX=10090 GN=Septin2 PE=1 SV=2,0,209.301,51,13,179,13,361,41.5,6.55,cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;signal transduction;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytoskeleton;ER/Golgi;nucleus;other cell component,enzyme regulator activity;other molecular function,18000,ENSMUSG00000026276; ENSMUSG00000116048,Septin2,Anchoring of the basal body to the plasma membrane,NA
Q9Z1J3,0.07142475042656216,1.0507538557103264,25.09560936186366,0.5798773013864406,0.5691805067535602,0.9997218336504108,0.9997218336504108,-4.723509792564534,"Cysteine desulfurase, mitochondrial OS=Mus musculus OX=10090 GN=Nfs1 PE=1 SV=3",0,193.04,40,16,188,16,459,50.5,8.16,cell organization and biogenesis;protein metabolism;other metabolic processes,cytosol;mitochondrion;nucleus,other molecular function,18041,ENSMUSG00000027618,Nfs1,Mitochondrial iron-sulfur cluster biogenesis; Molybdenum cofactor biosynthesis,NA
Q62167,0.07131959263850263,1.0506772692376147,23.6499813628824,0.5314886537794363,0.6015738907387377,0.9997218336504108,0.9997218336504108,-4.731906963388356,ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3,0,129.814,31,18,108,3,662,73.1,7.18,cell-cell signaling;cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component,enzyme regulator activity;cytoskeletal activity;translation activity;nucleic acid binding activity;other molecular function,13205,ENSMUSG00000000787,Ddx3x,Neutrophil degranulation,TNF-alpha NF-kB Signaling Pathway; mRNA processing
Q8BJ13,-0.07131073444858771,-1.0506708180681341,22.33194208373542,-0.40017857227915643,0.6937311558829367,0.9997218336504108,0.9997218336504108,-4.7511665992427945,Adhesion G protein-coupled receptor B3 OS=Mus musculus OX=10090 GN=Adgrb3 PE=1 SV=1,0,138.946,19,8,62,8,652,73.2,6.86,signal transduction;other biological processes,other membranes,other molecular function,210933,ENSMUSG00000033569,Adgrb3,NA,Non-odorant GPCRs
P11983,0.07123625495540509,1.050616578323821,24.586780447086802,0.5409563914166547,0.5951650816518668,0.9997218336504108,0.9997218336504108,-4.730318299859503,T-complex protein 1 subunit alpha OS=Mus musculus OX=10090 GN=Tcp1 PE=1 SV=3,0,273.201,49,20,241,20,556,60.4,6.16,transport;other biological processes,cytosol;cytoskeleton;ER/Golgi;other cell component,other molecular function,21454,ENSMUSG00000068039,Tcp1,BBSome-mediated cargo-targeting to cilium; Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding; Association of TriC/CCT with target proteins during biosynthesis,NA
A0A0R4J1Z3,0.07123348418732789,1.0506145605640043,22.398909876312615,0.5329183635435676,0.6006039416125917,0.9997218336504108,0.9997218336504108,-4.731668764204079,Transmembrane protein 33 OS=Mus musculus OX=10090 GN=Tmem33 PE=1 SV=1,0,30.327,15,4,55,4,246,27.9,9.66,NA,other membranes,NA,67878,ENSMUSG00000037720,Tmem33,NA,NA
Q8BIV3,-0.07116534983283884,-1.0505649442191982,18.60454008418448,-0.5581408623322922,0.5836198718213523,0.9997218336504108,0.9997218336504108,-4.727367105521323,Ran-binding protein 6 OS=Mus musculus OX=10090 GN=Ranbp6 PE=1 SV=3,0,15.2,1,1,5,1,1105,124.5,5.03,transport,nucleus;other cell component,other molecular function,240614,ENSMUSG00000074909,Ranbp6,NA,NA
P61961,-0.0711010983582625,-1.0505181575859701,20.356534437906628,-0.39598599046876615,0.6967666817852493,0.9997218336504108,0.9997218336504108,-4.751695184769549,Ubiquitin-fold modifier 1 OS=Mus musculus OX=10090 GN=Ufm1 PE=1 SV=1,0,63.318,59,4,27,4,85,9.1,9.31,cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;developmental processes;other biological processes,ER/Golgi;nucleus;other cell component,NA,67890,ENSMUSG00000027746,Ufm1,NA,NA
Q9QWR8,0.07109004144728104,1.0505101063756224,21.151484049523535,0.37782009925593735,0.7099795932844728,0.9997218336504108,0.9997218336504108,-4.753922966684131,Alpha-N-acetylgalactosaminidase OS=Mus musculus OX=10090 GN=Naga PE=1 SV=2,0,32.284,11,4,24,4,415,47.2,6.44,other metabolic processes,other cytoplasmic organelle;other cell component,other molecular function,17939,ENSMUSG00000022453,Naga,NA,NA
Q93092,-0.07108591891939753,-1.0505071045277645,23.68913857322158,-0.5505765190319062,0.5886879468138622,0.9997218336504108,0.9997218336504108,-4.728676908705385,Transaldolase OS=Mus musculus OX=10090 GN=Taldo1 PE=1 SV=2,0,65.66,30,11,78,11,337,37.4,7.03,other metabolic processes,cytosol;other cell component,other molecular function,21351,ENSMUSG00000025503,Taldo1,Insulin effects increased synthesis of Xylulose-5-Phosphate; Pentose phosphate pathway,Pentose Phosphate Pathway
A0A5F8MPU7,-0.07101822889961795,-1.050457816787451,22.837207026032527,-0.6221344713244962,0.5416492799708192,0.9997218336504108,0.9997218336504108,-4.715616860572926,F-actin monooxygenase OS=Mus musculus OX=10090 GN=Mical3 PE=1 SV=1,0,76.545,6,11,59,11,2044,229.4,5.41,transport,cytoskeleton;nucleus;other cell component,cytoskeletal activity;other molecular function,NA,ENSMUSG00000051586,Mical3,NA,NA
Q8C078,-0.07090025058724692,-1.0503719177098594,19.780437032051186,-0.3381208714007899,0.7391811065236045,0.9997218336504108,0.9997218336504108,-4.758436385797405,Calcium/calmodulin-dependent protein kinase kinase 2 OS=Mus musculus OX=10090 GN=Camkk2 PE=1 SV=2,0,30.118,7,4,12,4,588,64.6,5.9,protein metabolism;other metabolic processes;signal transduction;other biological processes,cytosol;nucleus;other cell component,kinase activity;other molecular function,207565,ENSMUSG00000029471,Camkk2,CaMK IV-mediated phosphorylation of CREB; CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde; Activation of RAC1 downstream of NMDARs,NA
E9Q4P1,0.07081599368995484,1.0503105752279127,21.36210876373051,0.5152296669317951,0.6126579378539075,0.9997218336504108,0.9997218336504108,-4.734573097099441,WD repeat and FYVE domain-containing protein 1 OS=Mus musculus OX=10090 GN=Wdfy1 PE=1 SV=1,0,34.165,16,4,32,4,410,46.2,7.34,other biological processes,cytosol;nucleus;other cytoplasmic organelle,other molecular function,69368,ENSMUSG00000073643,Wdfy1,NA,NA
E0CX65,0.0707733508259949,1.0502795308368311,22.030174425920272,0.37992576050833454,0.7084430900825651,0.9997218336504108,0.9997218336504108,-4.75366995023716,Tyrosine-protein phosphatase non-receptor type substrate 1 OS=Mus musculus OX=10090 GN=Sirpa PE=1 SV=1,0,241.344,47,5,241,1,172,18.9,7.37,NA,other membranes,NA,19261,ENSMUSG00000037902,Sirpa,NA,IL-1 Signaling Pathway
P62960,-0.07070664587469366,-1.0502309708686022,19.905666164510752,-0.46865749960183584,0.644936393992539,0.9997218336504108,0.9997218336504108,-4.741772546838293,Y-box-binding protein 1 OS=Mus musculus OX=10090 GN=Ybx1 PE=1 SV=3,0,42.352,21,4,25,4,322,35.7,9.88,RNA metabolism OR transcription;other metabolic processes;transport;developmental processes;other biological processes,non-structural extracellular;other membranes;cytosol;nucleus;other cell component,nucleic acid binding activity;other molecular function,22608,ENSMUSG00000028639,Ybx1,mRNA Splicing - Major Pathway; mRNA Splicing - Minor Pathway; Noncanonical activation of NOTCH3,SIDS Susceptibility Pathways; mRNA processing; IL-2 Signaling Pathway
Q9QYG0,0.07059856539691722,1.0501522950499593,25.403711410382098,0.34082917077277203,0.7371753321651591,0.9997218336504108,0.9997218336504108,-4.7581440238569215,Protein NDRG2 OS=Mus musculus OX=10090 GN=Ndrg2 PE=1 SV=1,0,262.436,49,11,190,3,371,40.8,5.4,cell-cell signaling;cell organization and biogenesis;developmental processes;signal transduction;other biological processes,ER/Golgi;nucleus;other cell component,NA,29811,ENSMUSG00000004558,Ndrg2,NA,NA
Q69ZX8,0.07057204499663428,1.0501329907601034,20.79563840654975,0.5721682288008241,0.574280374517874,0.9997218336504108,0.9997218336504108,-4.72489367737853,Actin-binding LIM protein 3 OS=Mus musculus OX=10090 GN=Ablim3 PE=1 SV=2,0,17.746,3,2,10,2,682,77.6,8.54,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes,cytoskeleton;other cell component,cytoskeletal activity;other molecular function,319713,ENSMUSG00000032735,Ablim3,NA,NA
Q3U5Q7,0.07056439333714692,1.0501274211570162,22.667369379892307,0.5685775135229667,0.5766637707227289,0.9997218336504108,0.9997218336504108,-4.725532321706414,"UMP-CMP kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Cmpk2 PE=1 SV=2",0,96.004,25,9,50,9,447,50,7.27,other metabolic processes;other biological processes,mitochondrion;other cell component,kinase activity;other molecular function,22169,ENSMUSG00000020638,Cmpk2,NA,NA
O55142,-0.07053202958110916,-1.050103864074262,22.18963511704068,-0.5655111515608013,0.5787031179343923,0.9997218336504108,0.9997218336504108,-4.726074712197853,60S ribosomal protein L35a OS=Mus musculus OX=10090 GN=Rpl35a PE=1 SV=2,0,6.769,21,3,12,3,110,12.5,10.89,protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes,cytosol;translational apparatus,other molecular function,57808,ENSMUSG00000060636,Rpl35a,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),Cytoplasmic Ribosomal Proteins
Q8BP40,0.07052576500024088,1.0500993042427609,23.622497932618693,0.643999381366617,0.5276918032562234,0.9997218336504108,0.9997218336504108,-4.711330573606014,Lysophosphatidic acid phosphatase type 6 OS=Mus musculus OX=10090 GN=Acp6 PE=1 SV=1,0,89.58,36,11,43,11,418,47.6,7.72,other metabolic processes;developmental processes,other cell component,other molecular function,66659,ENSMUSG00000028093,Acp6,Synthesis of PA,NA
Q99N93,0.07049636535721504,1.0500779052434928,20.404774838924734,0.5359022899323259,0.5985820495117453,0.9997218336504108,0.9997218336504108,-4.731169669889747,"39S ribosomal protein L16, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl16 PE=1 SV=1",0,29.855,13,3,15,3,251,28.8,10.27,protein metabolism;other metabolic processes,mitochondrion;translational apparatus,nucleic acid binding activity;other molecular function,94063,ENSMUSG00000024683,Mrpl16,Mitochondrial translation elongation; Mitochondrial translation termination,NA
Q9Z1W8,-0.07047183607704,-1.0500600515492307,19.386049458298828,-0.39182792820050105,0.6997824279014797,0.9997218336504108,0.9997218336504108,-4.7522140799965875,Potassium-transporting ATPase alpha chain 2 OS=Mus musculus OX=10090 GN=Atp12a PE=1 SV=3,0,108.514,9,6,185,2,1035,114.7,6.33,transport;other biological processes,plasma membrane;other membranes,transporter activity;other molecular function,192113,ENSMUSG00000022229,Atp12a,Ion transport by P-type ATPases,NA
Q9ES34,-0.07046979464754699,-1.050058565703656,19.33850189764161,-0.37426408781038456,0.712577322958362,0.9997218336504108,0.9997218336504108,-4.754347149391644,Ubiquitin-protein ligase E3B OS=Mus musculus OX=10090 GN=Ube3b PE=1 SV=3,0,46.325,8,7,13,7,1070,122.7,8.32,protein metabolism;other metabolic processes,NA,other molecular function,117146,ENSMUSG00000029577,Ube3b,Antigen processing: Ubiquitination & Proteasome degradation,NA
P61089,-0.07043154070314372,-1.0500307231254897,24.612502988676034,-0.44204735487908303,0.663716574196942,0.9997218336504108,0.9997218336504108,-4.745592592070967,Ubiquitin-conjugating enzyme E2 N OS=Mus musculus OX=10090 GN=Ube2n PE=1 SV=1,0,76.569,55,7,90,7,152,17.1,6.57,cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;signal transduction;other biological processes,nucleus;other cell component,other molecular function,93765,ENSMUSG00000074781,Ube2n,ISG15 antiviral mechanism; Downstream TCR signaling; FCERI mediated NF-kB activation; Formation of Incision Complex in GG-NER; Antigen processing: Ubiquitination & Proteasome degradation; CLEC7A (Dectin-1) signaling; Aggrephagy; E3 ubiquitin ligases ubiquitinate target proteins; NOD1/2 Signaling Pathway; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; IKK complex recruitment mediated by RIP1; Processing of DNA double-strand break ends; G2/M DNA damage checkpoint; activated TAK1 mediates p38 MAPK activation; TAK1 activates NFkB by phosphorylation and activation of IKKs complex; IRAK1 recruits IKK complex; IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation; JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1; Nonhomologous End-Joining (NHEJ),NA
Q8K2R5,0.07040076303569265,1.0500083225829118,22.204722988809618,0.45179408963497153,0.6568102862768375,0.9997218336504108,0.9997218336504108,-4.744218305563442,Zinc finger protein 668 OS=Mus musculus OX=10090 GN=Znf668 PE=2 SV=1,0.043,1.31,1,1,5,1,619,68.3,8.87,other biological processes,nucleus,nucleic acid binding activity;other molecular function,244219,ENSMUSG00000049728,Znf668,Generic Transcription Pathway,NA
Q9D6U8,0.07036416427341408,1.049981685964317,24.70780235515355,0.6897833290886438,0.4991217532521295,0.9997218336504108,0.9997218336504108,-4.70191437827334,Protein FAM162A OS=Mus musculus OX=10090 GN=Fam162a PE=1 SV=1,0,132.836,38,8,119,8,155,17.7,9.88,stress response;other biological processes,other membranes;cytosol,NA,70186,ENSMUSG00000003955,Fam162a,NA,NA
A0A668KM31,0.07034362773772784,1.0499667397474932,27.26664629466626,0.5792416830088184,0.569600105528705,0.9997218336504108,0.9997218336504108,-4.723624552104767,Amphiphysin OS=Mus musculus OX=10090 GN=Amph PE=1 SV=1,0,385.97,37,24,380,22,820,89.8,4.59,NA,other cell component,NA,NA,ENSMUSG00000021314,Amph,NA,NA
