Accession,log2_foldchange,foldchange,AveExpr,t,p_value,adj_p_value,q_value,B,description,exp_q-value_combined,sum_pep_score,coverage_percent,num_peptides,num_psms,num_unique_peptides,num_aas,mw_kda,calc_pi,biological_process,cellular_component,molecular_function,entrez_gene_id,ensembl_gene_id,gene_symbol,reactome_pathways,wikipathways
Q9CQC7,0.4210323360306738,1.3388852659190797,26.14267734140715,2.9498509612964727,0.008564843005050008,0.027024856911851147,0.00977090019272573,-3.119448469658487,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Mus musculus OX=10090 GN=Ndufb4 PE=1 SV=3,0,93.99,47,6,74,6,129,15.1,9.89,cell organization and biogenesis;other metabolic processes;stress response,other membranes;mitochondrion;nucleus,other molecular function,100042503; 68194,ENSMUSG00000022820,Ndufb4,Complex I biogenesis,Electron Transport Chain
Q8R1I1,0.4209277073153075,1.3387881693312225,26.71613048035669,3.5349240321225373,0.0023638414791840082,0.010342106673718985,0.0037392128447169292,-1.8806079797140418,Cytochrome b-c1 complex subunit 9 OS=Mus musculus OX=10090 GN=Uqcr10 PE=1 SV=1,0,67.627,52,3,95,3,64,7.4,9.19,cell organization and biogenesis;other metabolic processes,other membranes;mitochondrion,NA,66152,ENSMUSG00000059534,Uqcr10,Respiratory electron transport,Electron Transport Chain
D3Z7Q2,0.4208951893917465,1.3387579937781806,18.740831577169715,2.0206252442771864,0.059347860720785885,0.11908855351355252,0.043056744917185,-4.828164715370754,Small integral membrane protein 20 OS=Mus musculus OX=10090 GN=Smim20 PE=1 SV=1,0,8.229,20,1,8,1,69,7.8,9.7,cell organization and biogenesis,non-structural extracellular;other membranes;mitochondrion,NA,66278,ENSMUSG00000061461,Smim20,NA,NA
Q9CQ80,-0.4207151876005959,-1.338590970396661,19.32830563008083,-1.1720182589114196,0.2564589267643722,0.37295373814700766,0.13484229588428803,-6.121701701133372,Vacuolar protein-sorting-associated protein 25 OS=Mus musculus OX=10090 GN=Vps25 PE=1 SV=1,0,10.361,14,2,4,2,176,20.7,6.34,protein metabolism;other metabolic processes;transport;other biological processes,other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component,other molecular function,28084,ENSMUSG00000078656,Vps25,Endosomal Sorting Complex Required For Transport (ESCRT),NA
A0A087WS15,0.42017222392002296,1.3380872814613722,19.86297779958044,2.9538724832600702,0.008490486543184574,0.026833205666953013,0.009701608237108006,-3.1111515852674385,"Cytochrome P450, family 4, subfamily a, polypeptide 30b OS=Mus musculus OX=10090 GN=Cyp4a30b PE=3 SV=1",0.011,2.034,2,1,1,1,508,58.5,9.03,other metabolic processes;developmental processes,other membranes;other cell component,other molecular function,435802,ENSMUSG00000084346,Cyp4a30b,Fatty acids; Miscellaneous substrates; Eicosanoids; Synthesis of Leukotrienes (LT) and Eoxins (EX),PPAR signaling pathway
Q59J78,0.42007926893847625,1.338001069290357,23.912138772160635,2.6326165255853544,0.016891296695169554,0.046292489760544654,0.016737157891285822,-3.760460276922059,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Mus musculus OX=10090 GN=Ndufaf2 PE=1 SV=1,0,80.951,59,12,115,12,168,19.6,8.25,cell organization and biogenesis;other metabolic processes;other biological processes,other membranes;mitochondrion,other molecular function,75597,ENSMUSG00000068184,Ndufaf2,Complex I biogenesis,NA
Q91Z67,-0.4199449059323257,-1.3378764625859518,21.003716027645055,-2.596229162626846,0.01823657975177928,0.049497493665125444,0.017895934545352855,-3.832063719283384,SLIT-ROBO Rho GTPase-activating protein 2 OS=Mus musculus OX=10090 GN=Srgap2 PE=1 SV=2,0,78.068,12,9,30,7,1071,120.7,6.64,cell adhesion;cell organization and biogenesis;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;nucleus;other cell component,enzyme regulator activity;other molecular function,14270,ENSMUSG00000026425,Srgap2,RHO GTPases Activate Formins; RAC1 GTPase cycle; RAC3 GTPase cycle; RHOF GTPase cycle; CDC42 GTPase cycle; RHOU GTPase cycle; RHOQ GTPase cycle,NA
O08989,0.41993944205628964,1.337871395695796,22.306019486720462,3.1557495237408935,0.005465421263045401,0.019457294668167955,0.007034830372765186,-2.6901342824895043,Ras-related protein M-Ras OS=Mus musculus OX=10090 GN=Mras PE=1 SV=1,0,64.939,49,8,47,8,208,23.9,8.78,signal transduction;other biological processes,plasma membrane;other membranes,other molecular function,17532,ENSMUSG00000032470,Mras,RAF activation,IL-3 Signaling Pathway; MAPK signaling pathway; Regulation of Actin Cytoskeleton
Q6ZWQ9,0.41985038568598654,1.337788812551236,17.745176698477533,2.6427254887150693,0.016534639399905515,0.04568288123784318,0.016516752504815893,-3.740490442536258,"Myosin, light chain 12A, regulatory, non-sarcomeric OS=Mus musculus OX=10090 GN=Myl12a PE=1 SV=1",0,80.983,51,8,96,1,172,19.9,4.81,other biological processes,cytoskeleton;other cell component,signal transduction activity or receptor binding;other molecular function,67268,ENSMUSG00000024048; ENSMUSG00000117098,Myl12a,NA,NA
P62897,0.41956367666310257,1.337522978121523,28.7363596531281,3.6855951218607355,0.0016904461104530223,0.008124448928408976,0.0029374135026620585,-1.5542799494330728,"Cytochrome c, somatic OS=Mus musculus OX=10090 GN=Cycs PE=1 SV=2",0,181.321,56,7,335,7,105,11.6,9.58,other metabolic processes;other biological processes,other membranes;cytosol;mitochondrion;nucleus,other molecular function,13063,ENSMUSG00000058927; ENSMUSG00000063694,Cycs,Respiratory electron transport; Cytoprotection by HMOX1; Pyroptosis; Detoxification of Reactive Oxygen Species; TP53 Regulates Metabolic Genes; Release of apoptotic factors from the mitochondria; Activation of caspases through apoptosome-mediated cleavage; Regulation of the apoptosome activity; Transcriptional activation of mitochondrial biogenesis,Oxidative Damage; Parkinsons Disease Pathway
P11438,0.41931670125275744,1.3372940267468252,23.02416521728183,2.1388840514793426,0.04639428725351435,0.09899289987336223,0.035791114365787746,-4.688875459437279,Lysosome-associated membrane glycoprotein 1 OS=Mus musculus OX=10090 GN=Lamp1 PE=1 SV=2,0,6.048,3,1,24,1,406,43.8,8.4,transport;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;ER/Golgi;other cytoplasmic organelle;other cell component,other molecular function,16783,ENSMUSG00000031447,Lamp1,Neutrophil degranulation,NA
Q9D0Q7,0.41921428248385695,1.3371990939006688,21.645797431085928,2.40135363842094,0.027342575011559882,0.06697146558145275,0.024213689940759002,-4.207566029987114,"39S ribosomal protein L45, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl45 PE=1 SV=1",0,28.889,23,6,23,6,306,35.4,9.23,NA,mitochondrion;translational apparatus,NA,67036,ENSMUSG00000018882,Mrpl45,Mitochondrial translation elongation; Mitochondrial translation termination,NA
Q91WD5,0.4190610138642903,1.337057040474934,27.301151267729143,3.098801658536841,0.006191753538745614,0.021311528992311323,0.007705233127319125,-2.8097450589447224,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs2 PE=1 SV=1",0,458.802,56,18,555,13,463,52.6,6.99,other metabolic processes;stress response,other membranes;mitochondrion;nucleus,other molecular function,226646,ENSMUSG00000013593,Ndufs2,Complex I biogenesis,Oxidative phosphorylation; Electron Transport Chain
Q8CHY3,0.418955884346893,1.3369596123726206,18.28843414685547,2.671837200423053,0.01608558786522826,0.04473768650449158,0.016175015139382572,-3.7008319506765894,Dymeclin OS=Mus musculus OX=10090 GN=Dym PE=1 SV=1,0.042,1.338,1,1,1,1,669,75.8,5.77,cell organization and biogenesis;developmental processes,other membranes;ER/Golgi;other cell component,other molecular function,69190,ENSMUSG00000035765,Dym,NA,NA
P47857,-0.4187059250390206,-1.3367279927015816,26.923883618679888,-4.246231089083994,4.8504284876899496e-4,0.0032344397072734503,0.0011694192373428978,-0.33010146310336363,"ATP-dependent 6-phosphofructokinase, muscle type OS=Mus musculus OX=10090 GN=Pfkm PE=1 SV=3",0,442.941,41,28,423,25,780,85.2,8,cell organization and biogenesis;other metabolic processes;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;nucleus,kinase activity;other molecular function,18642,ENSMUSG00000033065,Pfkm,Glycolysis,Glycolysis and Gluconeogenesis; Insulin Signaling
Q811S7,0.41839684639163366,1.3364416467899953,20.43284663753539,3.0641011938616685,0.00667963237331634,0.022468139439246172,0.008123408338226846,-2.8823174268354346,Upstream-binding protein 1 OS=Mus musculus OX=10090 GN=Ubp1 PE=1 SV=1,0,8.637,3,1,1,1,540,60.2,6.27,developmental processes;other biological processes,cytosol;nucleus,nucleic acid binding activity;other molecular function,22221,ENSMUSG00000009741,Ubp1,NA,NA
D3YZI9,-0.4179425416356892,-1.3360208674894927,20.045552289869807,-2.4590215760289156,0.024941813242836897,0.06264862077120471,0.022650755294061443,-4.11068166753651,PiggyBac transposable element-derived protein 5 OS=Mus musculus OX=10090 GN=Pgbd5 PE=1 SV=1,0,16.57,6,3,6,3,523,58.3,8.85,DNA metabolism;other metabolic processes,nucleus,other molecular function,209966,ENSMUSG00000050751,Pgbd5,NA,NA
Q8VDQ8,0.41763375650594625,1.3357349448105442,27.376117755520035,2.361420038928417,0.02967238759166394,0.07100114116499551,0.02567062856819697,-4.2827191410555265,NAD-dependent protein deacetylase sirtuin-2 OS=Mus musculus OX=10090 GN=Sirt2 PE=1 SV=2,0,295.641,37,15,311,15,389,43.2,5.35,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;nucleus;other cell component,other molecular function,64383,ENSMUSG00000015149,Sirt2,Initiation of Nuclear Envelope (NE) Reformation,NA
Q9WTP7,0.41717105911815366,1.335306620074846,25.871470174158198,3.206477898094179,0.004889036379485657,0.017942927681019415,0.006487307448412593,-2.583084264199689,"GTP:AMP phosphotransferase AK3, mitochondrial OS=Mus musculus OX=10090 GN=Ak3 PE=1 SV=3",0,168.359,74,17,229,17,227,25.4,8.84,other metabolic processes,mitochondrion;other cell component,kinase activity;other molecular function,56248,ENSMUSG00000024782,Ak3,Factors involved in megakaryocyte development and platelet production,NA
Q9D173,-0.4164438851616197,-1.3346337436172973,15.247716675940058,-1.2712717923067467,0.2243298499377186,0.337694399772555,0.1220941996689389,-5.807926941757279,Mitochondrial import receptor subunit TOM7 homolog OS=Mus musculus OX=10090 GN=Tomm7 PE=3 SV=1,0.001,5.134,31,1,11,1,55,6.2,10.17,cell organization and biogenesis;stress response;transport;other biological processes,other membranes;mitochondrion,NA,66169,ENSMUSG00000028998,Tomm7,PINK1-PRKN Mediated Mitophagy,NA
Q9EPL8,-0.4163998264158657,-1.3345929855989778,22.428791884283754,-2.9612923687555996,0.008354933433496225,0.026618264075512224,0.00962389560225174,-3.0958335195363165,Importin-7 OS=Mus musculus OX=10090 GN=Ipo7 PE=1 SV=2,0,136.934,19,14,89,14,1038,119.4,4.82,stress response;transport,cytosol;nucleus,other molecular function,233726,ENSMUSG00000066232,Ipo7,NA,PluriNetWork: mechanisms associated with pluripotency
Q5U430,0.4163994694625721,1.334592655392462,19.441357558118916,1.9631582053379157,0.06525846871045934,0.129302978978341,0.04674979432233162,-4.992691500990463,E3 ubiquitin-protein ligase UBR3 OS=Mus musculus OX=10090 GN=Ubr3 PE=1 SV=3,0.002,3.702,1,2,4,2,1889,212.6,5.9,protein metabolism;other metabolic processes;developmental processes;other biological processes,other membranes;other cell component,other molecular function,68795,ENSMUSG00000044308,Ubr3,NA,NA
D3Z7F1,0.41636168899820447,1.334557706308536,18.48109817876577,1.9552073289760121,0.06719052861072114,0.132398936627426,0.047869145047805754,-4.937997237053533,Cytochrome P450 2S1 OS=Mus musculus OX=10090 GN=Cyp2s1 PE=1 SV=1,0,12.232,3,1,7,1,448,49.8,9.19,NA,other membranes,other molecular function,NA,ENSMUSG00000040703,Cyp2s1,NA,Metapathway biotransformation; Oxidation by Cytochrome P450
A0A668KL57,0.4160815743175057,1.3342986128022434,18.85603975340128,2.4035775790645397,0.027217988247497108,0.06670776845981723,0.024118349629984586,-4.203361765609841,Transmembrane protein 94 OS=Mus musculus OX=10090 GN=Tmem94 PE=1 SV=1,0,12.764,1,2,5,2,1371,152.8,6.48,NA,other membranes,NA,71947,ENSMUSG00000020747,Tmem94,NA,NA
Q9CQ65,-0.4154894606241051,-1.333751099744209,18.68779455726502,-1.428941969567328,0.1749333720630276,0.2776530081757518,0.10038609417782493,-5.373162398254595,S-methyl-5'-thioadenosine phosphorylase OS=Mus musculus OX=10090 GN=Mtap PE=1 SV=1,0,22.787,19,3,6,3,283,31,7.14,other metabolic processes,cytosol;nucleus;other cell component,other molecular function,66902,ENSMUSG00000062937,Mtap,Methionine salvage pathway,NA
Q8K406,0.41545262743090206,1.3337170484142764,22.97169505592206,2.2617748861536167,0.03631583800450341,0.08272662877832732,0.029910006025572713,-4.467331461607918,Leucine-rich repeat LGI family member 3 OS=Mus musculus OX=10090 GN=Lgi3 PE=1 SV=1,0,126.899,25,11,82,11,548,61.8,8.16,transport;other biological processes,non-structural extracellular;ER/Golgi;other cell component,other molecular function,213469,ENSMUSG00000033595,Lgi3,LGI-ADAM interactions,NA
Q93092,-0.4151837432600658,-1.3334684983216378,23.68913857322158,-3.2156919907296464,0.004790930650658736,0.017678892972140522,0.006391845082181164,-2.563591923168781,Transaldolase OS=Mus musculus OX=10090 GN=Taldo1 PE=1 SV=2,0,65.66,30,11,78,11,337,37.4,7.03,other metabolic processes,cytosol;other cell component,other molecular function,21351,ENSMUSG00000025503,Taldo1,Insulin effects increased synthesis of Xylulose-5-Phosphate; Pentose phosphate pathway,Pentose Phosphate Pathway
A0A1L1SQ51,-0.41482452587191077,-1.3331365186387054,25.278555062296494,-3.7349408994235516,0.0015144459405526285,0.0075074609455571175,0.0027143400551237293,-1.447018607335285,Talin-2 OS=Mus musculus OX=10090 GN=Tln2 PE=1 SV=1,0,670.201,30,55,392,25,2544,271.8,5.57,cell adhesion;cell organization and biogenesis,other membranes;cytoskeleton;other cell component,cytoskeletal activity,70549,ENSMUSG00000052698,Tln2,NA,NA
P84086,-0.41481066756865204,-1.3331237127990074,24.395810692747794,-2.9087139021047563,0.009362564093297556,0.029007755575224583,0.01048782183990806,-3.2040971425642324,Complexin-2 OS=Mus musculus OX=10090 GN=Cplx2 PE=1 SV=1,0,76.952,25,5,78,3,134,15.4,5.08,cell-cell signaling;transport;developmental processes;other biological processes,other membranes;cytosol;nucleus;other cell component,other molecular function,12890,ENSMUSG00000025867,Cplx2,NA,NA
Q9CQJ1,0.41476286901047743,1.33307954522793,20.92871639424831,2.5294297567574953,0.021596040251063427,0.056513940656999315,0.020432747357674762,-3.9072289467504424,HIG1 domain family member 2A OS=Mus musculus OX=10090 GN=Higd2a PE=3 SV=1,0,19.493,40,2,14,2,106,11.4,9.57,cell organization and biogenesis;other biological processes,other membranes;mitochondrion,NA,67044,ENSMUSG00000025868,Higd2a,NA,NA
P14106,0.4146558833503917,1.3329806919685476,19.23889943728452,2.36468092664257,0.030195016604568647,0.07194592529540812,0.02601221747917783,-4.287346135274531,Complement C1q subcomponent subunit B OS=Mus musculus OX=10090 GN=C1qb PE=1 SV=2,0,13.097,8,2,2,1,253,26.7,8.15,cell organization and biogenesis;stress response;developmental processes;other biological processes,non-structural extracellular;other cell component,NA,12260,ENSMUSG00000036905,C1qb,Initial triggering of complement; Classical antibody-mediated complement activation; Regulation of Complement cascade,"Oxidative Damage; Complement Activation, Classical Pathway; Microglia Pathogen Phagocytosis Pathway"
O88696,0.4142347745707582,1.3325916645295233,24.475828393927436,3.110478522810611,0.006035530106262824,0.020924543543773003,0.007565317633740806,-2.785270165758072,"ATP-dependent Clp protease proteolytic subunit, mitochondrial OS=Mus musculus OX=10090 GN=Clpp PE=1 SV=1",0,105.541,37,8,80,8,272,29.8,7.47,protein metabolism;other metabolic processes,mitochondrion;other cell component,other molecular function,53895,ENSMUSG00000002660,Clpp,NA,NA
Q3U276,0.41352124677869284,1.3319327545960156,18.52052910201255,2.1744249150069437,0.043243628767094006,0.09389704736700688,0.0339486969794957,-4.6255330336547225,"Succinate dehydrogenase assembly factor 1, mitochondrial OS=Mus musculus OX=10090 GN=Sdhaf1 PE=1 SV=1",0,15.2,13,1,8,1,118,13.1,11.24,cell organization and biogenesis,mitochondrion,NA,68332,ENSMUSG00000074211,Sdhaf1,NA,NA
P62889,0.41328875795723974,1.3317181322965812,20.481955033421425,1.7969805804169368,0.08912702165062639,0.16467397671126047,0.05953826123976149,-5.26438899454615,60S ribosomal protein L30 OS=Mus musculus OX=10090 GN=Rpl30 PE=1 SV=2,0,6.975,25,3,11,3,115,12.8,9.63,protein metabolism;other metabolic processes;stress response;other biological processes,cytosol;translational apparatus;nucleus;other cell component,nucleic acid binding activity;other molecular function,19946,ENSMUSG00000058600,Rpl30,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),Selenium metabolism/Selenoproteins; Cytoplasmic Ribosomal Proteins; TNF-alpha NF-kB Signaling Pathway
Q60770,0.4129360483851414,1.3313925941151004,22.23504634451066,2.665333729265169,0.01576275727326346,0.04415140470073297,0.015963043582677514,-3.695709734573266,Syntaxin-binding protein 3 OS=Mus musculus OX=10090 GN=Stxbp3 PE=1 SV=1,0,66.207,17,10,58,10,592,67.9,8.02,cell adhesion;cell-cell signaling;stress response;transport;developmental processes;other biological processes,plasma membrane;other membranes;cytosol;other cell component,other molecular function,20912,ENSMUSG00000027882,Stxbp3,Disinhibition of SNARE formation,Insulin Signaling
Q8BWF0,0.41266130299020176,1.3311390691876452,27.63717375093789,3.1208872428020342,0.005899519742210925,0.020611708602884093,0.007452211429545425,-2.7634309575001064,"Succinate-semialdehyde dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh5a1 PE=1 SV=1",0,400.068,41,18,374,18,523,55.9,8.25,other metabolic processes;developmental processes,mitochondrion,other molecular function,214579,ENSMUSG00000035936,Aldh5a1,Degradation of GABA,NA
Q8JZN7,0.412639492648573,1.3311189454764114,21.6948991133055,2.7446686987073483,0.013317169341633975,0.03847724660951576,0.0139115384602686,-3.537312246549327,Mitochondrial Rho GTPase 2 OS=Mus musculus OX=10090 GN=Rhot2 PE=1 SV=1,0,125.557,25,11,74,9,620,69,6,cell organization and biogenesis;transport;signal transduction;other biological processes,other membranes;mitochondrion;nucleus,other molecular function,214952,ENSMUSG00000025733,Rhot2,RHOT2 GTPase cycle,NA
Q8BGH7,0.41255690012791035,1.3310427427315663,20.571854782925936,2.2012894279119535,0.04099351099572502,0.09009446382871861,0.032573864011894556,-4.577254132498448,CDC42 small effector protein 2 OS=Mus musculus OX=10090 GN=Cdc42se2 PE=1 SV=1,0,63.388,67,2,24,2,84,9.2,8.35,transport;other biological processes,plasma membrane;other membranes;cytoskeleton;other cell component,other molecular function,72729,ENSMUSG00000052298,Cdc42se2,CDC42 GTPase cycle,NA
Q91W43,0.4123554492952266,1.3308568954518005,22.302905569459643,1.7789113689503686,0.09213576432082243,0.16871300375122458,0.06099858090812958,-5.29294536259115,"Glycine dehydrogenase (decarboxylating), mitochondrial OS=Mus musculus OX=10090 GN=Gldc PE=1 SV=1",0,135.288,21,15,83,15,1025,113.2,7.56,cell organization and biogenesis;other metabolic processes;other biological processes,plasma membrane;other membranes;nucleus;other cell component,other molecular function,104174,ENSMUSG00000024827,Gldc,Glycine degradation,NA
Q9JK42,0.4121137341639063,1.3306339368270412,23.99190798958756,2.5113971720804824,0.021777980054538067,0.05687514664491648,0.020563342227000635,-3.997236391765756,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial OS=Mus musculus OX=10090 GN=Pdk2 PE=1 SV=2",0,162.239,41,12,187,10,407,46,6.61,protein metabolism;other metabolic processes;stress response;signal transduction;other biological processes,cytosol;mitochondrion;nucleus;other cell component,kinase activity;other molecular function,18604,ENSMUSG00000038967,Pdk2,Regulation of pyruvate dehydrogenase (PDH) complex; Signaling by Retinoic Acid,TCA Cycle
Q9CQ62,0.41185729161242435,1.3303974344293477,24.803707768880027,3.613160745504152,0.001986304682865641,0.009139224607276597,0.0033043080216066858,-1.711403795905583,"2,4-dienoyl-CoA reductase, mitochondrial OS=Mus musculus OX=10090 GN=Decr1 PE=1 SV=1",0,185.118,42,13,171,13,335,36.2,8.95,other metabolic processes;other biological processes,cytosol;nucleus;other cell component,other molecular function,67460,ENSMUSG00000028223,Decr1,mitochondrial fatty acid beta-oxidation of unsaturated fatty acids,Fatty Acid Beta Oxidation; Fatty Acid Biosynthesis
P47738,0.4117559157013915,1.3303039527789091,26.46533977179976,3.5326466026426178,0.0023758369627046856,0.010368962868238279,0.0037489227646273424,-1.885524664611669,"Aldehyde dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh2 PE=1 SV=1",0,269.613,46,21,246,19,519,56.5,7.62,other metabolic processes;stress response;signal transduction;other biological processes,mitochondrion,other molecular function,11669,ENSMUSG00000029455,Aldh2,Ethanol oxidation; Metabolism of serotonin,Fatty Acid Omega Oxidation; Tryptophan metabolism
Q921G7,0.4117539249773472,1.330302117140633,25.953216973099554,3.6796885382700584,0.001712833738236526,0.00821201674256709,0.0029690738505789753,-1.567107550849065,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Mus musculus OX=10090 GN=Etfdh PE=1 SV=1",0,150.598,31,17,219,17,616,68,7.58,other metabolic processes;stress response,other membranes;mitochondrion,other molecular function,66841,ENSMUSG00000027809,Etfdh,Respiratory electron transport,NA
B1AQD4,0.41160627502319613,1.3301659767989065,19.455673177187503,2.0788317420225058,0.05307566742385121,0.10980115764692788,0.03969886523037978,-4.800241146380328,Ras-related protein Rab-34 (Fragment) OS=Mus musculus OX=10090 GN=Rab34 PE=1 SV=1,0.043,1.306,5,1,1,1,265,30,8.69,NA,NA,other molecular function,NA,ENSMUSG00000002059,Rab34,NA,NA
Q9CR61,0.4108857504381014,1.3295018184215313,24.139357758226318,2.933247022365972,0.008878574521176096,0.027770208085678566,0.010040383652037034,-3.1536638396181047,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 OS=Mus musculus OX=10090 GN=Ndufb7 PE=1 SV=3,0,108.379,50,9,129,9,137,16.3,8.18,cell organization and biogenesis;other metabolic processes,other membranes;mitochondrion,other molecular function,66916,ENSMUSG00000033938,Ndufb7,Complex I biogenesis,Oxidative phosphorylation; Electron Transport Chain
Q8BKZ9,0.41056331320095296,1.329204712671387,26.456731640123635,3.3351623934084818,0.003681059350355357,0.014507054899750462,0.005245059612274749,-2.3096180593250217,"Pyruvate dehydrogenase protein X component, mitochondrial OS=Mus musculus OX=10090 GN=Pdhx PE=1 SV=1",0,144.755,30,13,194,13,501,54,7.75,other metabolic processes,mitochondrion;other cell component,other molecular function,27402,ENSMUSG00000010914,Pdhx,Glyoxylate metabolism and glycine degradation; Regulation of pyruvate dehydrogenase (PDH) complex; Signaling by Retinoic Acid,Glycolysis and Gluconeogenesis; TCA Cycle
Q9D0Y8,0.4105431803838684,1.329186163741871,17.891408350996688,1.8993868620899057,0.07364816195021569,0.14227814031656863,0.05144099423631673,-5.098844247787528,"39S ribosomal protein L52, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl52 PE=1 SV=1",0,26.726,27,1,7,1,121,13.6,10.93,protein metabolism;other metabolic processes,mitochondrion;translational apparatus;nucleus,other molecular function,68836,ENSMUSG00000010406,Mrpl52,Mitochondrial translation elongation; Mitochondrial translation termination,NA
Q9CX00,0.4104062614978474,1.3290600233947694,23.22302484934259,3.1354394910340524,0.005714369948723197,0.020089502201532664,0.007263406484370313,-2.7328631511429915,IST1 homolog OS=Mus musculus OX=10090 GN=Ist1 PE=1 SV=1,0,78.457,27,6,86,6,362,39.4,5.44,cell cycle OR cell proliferation;cell organization and biogenesis;transport;developmental processes;other biological processes,non-structural extracellular;cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component,other molecular function,71955,ENSMUSG00000031729,Ist1,Neutrophil degranulation; Sealing of the nuclear envelope (NE) by ESCRT-III,NA
Q9JK48,0.4101664444018134,1.3288391140434654,24.049018571734305,2.9597099893922576,0.008383664704438926,0.02663030213373996,0.009628247990345453,-3.0991013587147918,Endophilin-B1 OS=Mus musculus OX=10090 GN=Sh3glb1 PE=1 SV=1,0,44.361,17,6,25,5,365,40.8,6.04,cell organization and biogenesis;other metabolic processes;stress response;transport;developmental processes;other biological processes,other membranes;cytosol;mitochondrion;ER/Golgi;other cytoplasmic organelle;other cell component,other molecular function,54673,ENSMUSG00000037062,Sh3glb1,NA,NA
Q8BTZ5,0.40994979713477164,1.3286395793258916,18.53717955564481,2.778648228246441,0.01341186582449749,0.03872246389329275,0.014000197342464776,-3.444849264626526,Ankyrin repeat domain-containing protein 46 OS=Mus musculus OX=10090 GN=Ankrd46 PE=1 SV=1,0,10.052,10,2,4,2,228,25.2,5.73,NA,other membranes,NA,68839,ENSMUSG00000048307,Ankrd46,NA,NA
Q3TAA8,0.4097693825261679,1.3284734381834955,18.083635119295725,2.4626699310454834,0.024095960079407286,0.0613054736429594,0.022165137309957485,-4.090939207582018,Phosphatidylinositol glycan anchor biosynthesis class U protein OS=Mus musculus OX=10090 GN=Pigu PE=1 SV=1,0.001,4.456,3,1,4,1,435,49.9,7.72,protein metabolism;other metabolic processes;other biological processes,plasma membrane;other membranes;ER/Golgi,other molecular function,228812,ENSMUSG00000038383,Pigu,NA,NA
Q9JL04,0.4094119775611311,1.3281443705831737,23.04409828577891,2.0207754304683885,0.058424367105482704,0.11783543027774172,0.042603675281840385,-4.894854908679386,Formin-2 OS=Mus musculus OX=10090 GN=Fmn2 PE=1 SV=2,0,120.437,12,11,49,11,1578,167.3,5.48,cell cycle OR cell proliferation;cell organization and biogenesis;stress response;transport;developmental processes;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component,cytoskeletal activity,54418,ENSMUSG00000028354,Fmn2,NA,NA
Q3TVI8,0.4092859426973483,1.3280283480153159,20.398559099687713,2.108748100240065,0.0492284494930806,0.10385937872175088,0.037550601169833116,-4.742102368174476,Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Mus musculus OX=10090 GN=Pbxip1 PE=1 SV=2,0,28.284,6,4,18,4,727,81.1,5.36,other biological processes,other membranes;cytoskeleton;nucleus;other cell component,other molecular function,229534,ENSMUSG00000042613,Pbxip1,NA,NA
P12787,0.4088693033802997,1.3276448789381607,28.061758291960253,3.197516137922494,0.004986342183366154,0.018229289930098345,0.006590842388998629,-2.602028846347026,"Cytochrome c oxidase subunit 5A, mitochondrial OS=Mus musculus OX=10090 GN=Cox5a PE=1 SV=2",0,164.443,60,9,183,9,146,16.1,6.54,other metabolic processes;transport,other membranes;mitochondrion,transporter activity;other molecular function,12858,ENSMUSG00000000088,Cox5a,Cytoprotection by HMOX1; Respiratory electron transport; TP53 Regulates Metabolic Genes,Arachidonate Epoxygenase   Epoxide Hydrolase; Electron Transport Chain
