"","Accession","log2_foldchange","foldchange","AveExpr","t","p_value","adj_p_value","q_value","B","description","exp_q.value_combined","sum_pep_score","coverage_percent","num_peptides","num_psms","num_unique_peptides","num_aas","mw_kda","calc_pi","biological_process","cellular_component","molecular_function","entrez_gene_id","ensembl_gene_id","gene_symbol","reactome_pathways","wikipathways"
"1446","Q9WTP7",-0.417171059118154,-1.33530662007485,25.8714701741582,3.20647789809418,0.00488903637948566,0.0179429276810194,0.00648730744841259,-2.58308426419969,"GTP:AMP phosphotransferase AK3, mitochondrial OS=Mus musculus OX=10090 GN=Ak3 PE=1 SV=3",0,168.359,74,17,229,17,227,25.4,8.84,"other metabolic processes","mitochondrion;other cell component","kinase activity;other molecular function","56248","ENSMUSG00000024782","Ak3","Factors involved in megakaryocyte development and platelet production",NA
"1447","Q9D173",0.41644388516162,1.3346337436173,15.2477166759401,-1.27127179230675,0.224329849937719,0.337694399772555,0.122094199668939,-5.80792694175728,"Mitochondrial import receptor subunit TOM7 homolog OS=Mus musculus OX=10090 GN=Tomm7 PE=3 SV=1",0.001,5.134,31,1,11,1,55,6.2,10.17,"cell organization and biogenesis;stress response;transport;other biological processes","other membranes;mitochondrion",NA,"66169","ENSMUSG00000028998","Tomm7","PINK1-PRKN Mediated Mitophagy",NA
"1448","Q9EPL8",0.416399826415866,1.33459298559898,22.4287918842838,-2.9612923687556,0.00835493343349623,0.0266182640755122,0.00962389560225174,-3.09583351953632,"Importin-7 OS=Mus musculus OX=10090 GN=Ipo7 PE=1 SV=2",0,136.934,19,14,89,14,1038,119.4,4.82,"stress response;transport","cytosol;nucleus","other molecular function","233726","ENSMUSG00000066232","Ipo7",NA,"PluriNetWork: mechanisms associated with pluripotency"
"1449","Q5U430",-0.416399469462572,-1.33459265539246,19.4413575581189,1.96315820533792,0.0652584687104593,0.129302978978341,0.0467497943223316,-4.99269150099046,"E3 ubiquitin-protein ligase UBR3 OS=Mus musculus OX=10090 GN=Ubr3 PE=1 SV=3",0.002,3.702,1,2,4,2,1889,212.6,5.9,"protein metabolism;other metabolic processes;developmental processes;other biological processes","other membranes;other cell component","other molecular function","68795","ENSMUSG00000044308","Ubr3",NA,NA
"1450","D3Z7F1",-0.416361688998204,-1.33455770630854,18.4810981787658,1.95520732897601,0.0671905286107211,0.132398936627426,0.0478691450478058,-4.93799723705353,"Cytochrome P450 2S1 OS=Mus musculus OX=10090 GN=Cyp2s1 PE=1 SV=1",0,12.232,3,1,7,1,448,49.8,9.19,NA,"other membranes","other molecular function",NA,"ENSMUSG00000040703","Cyp2s1",NA,"Metapathway biotransformation; Oxidation by Cytochrome P450"
"1451","A0A668KL57",-0.416081574317506,-1.33429861280224,18.8560397534013,2.40357757906454,0.0272179882474971,0.0667077684598172,0.0241183496299846,-4.20336176560984,"Transmembrane protein 94 OS=Mus musculus OX=10090 GN=Tmem94 PE=1 SV=1",0,12.764,1,2,5,2,1371,152.8,6.48,NA,"other membranes",NA,"71947","ENSMUSG00000020747","Tmem94",NA,NA
"1452","Q9CQ65",0.415489460624105,1.33375109974421,18.687794557265,-1.42894196956733,0.174933372063028,0.277653008175752,0.100386094177825,-5.3731623982546,"S-methyl-5'-thioadenosine phosphorylase OS=Mus musculus OX=10090 GN=Mtap PE=1 SV=1",0,22.787,19,3,6,3,283,31,7.14,"other metabolic processes","cytosol;nucleus;other cell component","other molecular function","66902","ENSMUSG00000062937","Mtap","Methionine salvage pathway",NA
"1453","Q8K406",-0.415452627430902,-1.33371704841428,22.9716950559221,2.26177488615362,0.0363158380045034,0.0827266287783273,0.0299100060255727,-4.46733146160792,"Leucine-rich repeat LGI family member 3 OS=Mus musculus OX=10090 GN=Lgi3 PE=1 SV=1",0,126.899,25,11,82,11,548,61.8,8.16,"transport;other biological processes","non-structural extracellular;ER/Golgi;other cell component","other molecular function","213469","ENSMUSG00000033595","Lgi3","LGI-ADAM interactions",NA
"1454","Q93092",0.415183743260066,1.33346849832164,23.6891385732216,-3.21569199072965,0.00479093065065874,0.0176788929721405,0.00639184508218116,-2.56359192316878,"Transaldolase OS=Mus musculus OX=10090 GN=Taldo1 PE=1 SV=2",0,65.66,30,11,78,11,337,37.4,7.03,"other metabolic processes","cytosol;other cell component","other molecular function","21351","ENSMUSG00000025503","Taldo1","Insulin effects increased synthesis of Xylulose-5-Phosphate; Pentose phosphate pathway","Pentose Phosphate Pathway"
"1455","A0A1L1SQ51",0.414824525871911,1.33313651863871,25.2785550622965,-3.73494089942355,0.00151444594055263,0.00750746094555712,0.00271434005512373,-1.44701860733529,"Talin-2 OS=Mus musculus OX=10090 GN=Tln2 PE=1 SV=1",0,670.201,30,55,392,25,2544,271.8,5.57,"cell adhesion;cell organization and biogenesis","other membranes;cytoskeleton;other cell component","cytoskeletal activity","70549","ENSMUSG00000052698","Tln2",NA,NA
"1456","P84086",0.414810667568652,1.33312371279901,24.3958106927478,-2.90871390210476,0.00936256409329756,0.0290077555752246,0.0104878218399081,-3.20409714256423,"Complexin-2 OS=Mus musculus OX=10090 GN=Cplx2 PE=1 SV=1",0,76.952,25,5,78,3,134,15.4,5.08,"cell-cell signaling;transport;developmental processes;other biological processes","other membranes;cytosol;nucleus;other cell component","other molecular function","12890","ENSMUSG00000025867","Cplx2",NA,NA
"1457","Q9CQJ1",-0.414762869010477,-1.33307954522793,20.9287163942483,2.5294297567575,0.0215960402510634,0.0565139406569993,0.0204327473576748,-3.90722894675044,"HIG1 domain family member 2A OS=Mus musculus OX=10090 GN=Higd2a PE=3 SV=1",0,19.493,40,2,14,2,106,11.4,9.57,"cell organization and biogenesis;other biological processes","other membranes;mitochondrion",NA,"67044","ENSMUSG00000025868","Higd2a",NA,NA
"1458","P14106",-0.414655883350392,-1.33298069196855,19.2388994372845,2.36468092664257,0.0301950166045686,0.0719459252954081,0.0260122174791778,-4.28734613527453,"Complement C1q subcomponent subunit B OS=Mus musculus OX=10090 GN=C1qb PE=1 SV=2",0,13.097,8,2,2,1,253,26.7,8.15,"cell organization and biogenesis;stress response;developmental processes;other biological processes","non-structural extracellular;other cell component",NA,"12260","ENSMUSG00000036905","C1qb","Initial triggering of complement; Classical antibody-mediated complement activation; Regulation of Complement cascade","Oxidative Damage; Complement Activation, Classical Pathway; Microglia Pathogen Phagocytosis Pathway"
"1459","O88696",-0.414234774570758,-1.33259166452952,24.4758283939274,3.11047852281061,0.00603553010626282,0.020924543543773,0.00756531763374081,-2.78527016575807,"ATP-dependent Clp protease proteolytic subunit, mitochondrial OS=Mus musculus OX=10090 GN=Clpp PE=1 SV=1",0,105.541,37,8,80,8,272,29.8,7.47,"protein metabolism;other metabolic processes","mitochondrion;other cell component","other molecular function","53895","ENSMUSG00000002660","Clpp",NA,NA
"1460","Q3U276",-0.413521246778693,-1.33193275459602,18.5205291020125,2.17442491500694,0.043243628767094,0.0938970473670069,0.0339486969794957,-4.62553303365472,"Succinate dehydrogenase assembly factor 1, mitochondrial OS=Mus musculus OX=10090 GN=Sdhaf1 PE=1 SV=1",0,15.2,13,1,8,1,118,13.1,11.24,"cell organization and biogenesis","mitochondrion",NA,"68332","ENSMUSG00000074211","Sdhaf1",NA,NA
"1461","P62889",-0.41328875795724,-1.33171813229658,20.4819550334214,1.79698058041694,0.0891270216506264,0.16467397671126,0.0595382612397615,-5.26438899454615,"60S ribosomal protein L30 OS=Mus musculus OX=10090 GN=Rpl30 PE=1 SV=2",0,6.975,25,3,11,3,115,12.8,9.63,"protein metabolism;other metabolic processes;stress response;other biological processes","cytosol;translational apparatus;nucleus;other cell component","nucleic acid binding activity;other molecular function","19946","ENSMUSG00000058600","Rpl30","L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","Selenium metabolism/Selenoproteins; Cytoplasmic Ribosomal Proteins; TNF-alpha NF-kB Signaling Pathway"
"1462","Q60770",-0.412936048385141,-1.3313925941151,22.2350463445107,2.66533372926517,0.0157627572732635,0.044151404700733,0.0159630435826775,-3.69570973457327,"Syntaxin-binding protein 3 OS=Mus musculus OX=10090 GN=Stxbp3 PE=1 SV=1",0,66.207,17,10,58,10,592,67.9,8.02,"cell adhesion;cell-cell signaling;stress response;transport;developmental processes;other biological processes","plasma membrane;other membranes;cytosol;other cell component","other molecular function","20912","ENSMUSG00000027882","Stxbp3","Disinhibition of SNARE formation","Insulin Signaling"
"1463","Q8BWF0",-0.412661302990202,-1.33113906918765,27.6371737509379,3.12088724280203,0.00589951974221093,0.0206117086028841,0.00745221142954542,-2.76343095750011,"Succinate-semialdehyde dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh5a1 PE=1 SV=1",0,400.068,41,18,374,18,523,55.9,8.25,"other metabolic processes;developmental processes","mitochondrion","other molecular function","214579","ENSMUSG00000035936","Aldh5a1","Degradation of GABA",NA
"1464","Q8JZN7",-0.412639492648573,-1.33111894547641,21.6948991133055,2.74466869870735,0.013317169341634,0.0384772466095158,0.0139115384602686,-3.53731224654933,"Mitochondrial Rho GTPase 2 OS=Mus musculus OX=10090 GN=Rhot2 PE=1 SV=1",0,125.557,25,11,74,9,620,69,6,"cell organization and biogenesis;transport;signal transduction;other biological processes","other membranes;mitochondrion;nucleus","other molecular function","214952","ENSMUSG00000025733","Rhot2","RHOT2 GTPase cycle",NA
"1465","Q8BGH7",-0.41255690012791,-1.33104274273157,20.5718547829259,2.20128942791195,0.040993510995725,0.0900944638287186,0.0325738640118946,-4.57725413249845,"CDC42 small effector protein 2 OS=Mus musculus OX=10090 GN=Cdc42se2 PE=1 SV=1",0,63.388,67,2,24,2,84,9.2,8.35,"transport;other biological processes","plasma membrane;other membranes;cytoskeleton;other cell component","other molecular function","72729","ENSMUSG00000052298","Cdc42se2","CDC42 GTPase cycle",NA
"1466","Q91W43",-0.412355449295227,-1.3308568954518,22.3029055694596,1.77891136895037,0.0921357643208224,0.168713003751225,0.0609985809081296,-5.29294536259115,"Glycine dehydrogenase (decarboxylating), mitochondrial OS=Mus musculus OX=10090 GN=Gldc PE=1 SV=1",0,135.288,21,15,83,15,1025,113.2,7.56,"cell organization and biogenesis;other metabolic processes;other biological processes","plasma membrane;other membranes;nucleus;other cell component","other molecular function","104174","ENSMUSG00000024827","Gldc","Glycine degradation",NA
"1467","Q9JK42",-0.412113734163906,-1.33063393682704,23.9919079895876,2.51139717208048,0.0217779800545381,0.0568751466449165,0.0205633422270006,-3.99723639176576,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial OS=Mus musculus OX=10090 GN=Pdk2 PE=1 SV=2",0,162.239,41,12,187,10,407,46,6.61,"protein metabolism;other metabolic processes;stress response;signal transduction;other biological processes","cytosol;mitochondrion;nucleus;other cell component","kinase activity;other molecular function","18604","ENSMUSG00000038967","Pdk2","Regulation of pyruvate dehydrogenase (PDH) complex; Signaling by Retinoic Acid","TCA Cycle"
"1468","Q9CQ62",-0.411857291612424,-1.33039743442935,24.80370776888,3.61316074550415,0.00198630468286564,0.0091392246072766,0.00330430802160669,-1.71140379590558,"2,4-dienoyl-CoA reductase, mitochondrial OS=Mus musculus OX=10090 GN=Decr1 PE=1 SV=1",0,185.118,42,13,171,13,335,36.2,8.95,"other metabolic processes;other biological processes","cytosol;nucleus;other cell component","other molecular function","67460","ENSMUSG00000028223","Decr1","mitochondrial fatty acid beta-oxidation of unsaturated fatty acids","Fatty Acid Beta Oxidation; Fatty Acid Biosynthesis"
"1469","P47738",-0.411755915701391,-1.33030395277891,26.4653397717998,3.53264660264262,0.00237583696270469,0.0103689628682383,0.00374892276462734,-1.88552466461167,"Aldehyde dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh2 PE=1 SV=1",0,269.613,46,21,246,19,519,56.5,7.62,"other metabolic processes;stress response;signal transduction;other biological processes","mitochondrion","other molecular function","11669","ENSMUSG00000029455","Aldh2","Ethanol oxidation; Metabolism of serotonin","Fatty Acid Omega Oxidation; Tryptophan metabolism"
"1470","Q921G7",-0.411753924977347,-1.33030211714063,25.9532169730996,3.67968853827006,0.00171283373823653,0.00821201674256709,0.00296907385057898,-1.56710755084907,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Mus musculus OX=10090 GN=Etfdh PE=1 SV=1",0,150.598,31,17,219,17,616,68,7.58,"other metabolic processes;stress response","other membranes;mitochondrion","other molecular function","66841","ENSMUSG00000027809","Etfdh","Respiratory electron transport",NA
"1471","B1AQD4",-0.411606275023196,-1.33016597679891,19.4556731771875,2.07883174202251,0.0530756674238512,0.109801157646928,0.0396988652303798,-4.80024114638033,"Ras-related protein Rab-34 (Fragment) OS=Mus musculus OX=10090 GN=Rab34 PE=1 SV=1",0.043,1.306,5,1,1,1,265,30,8.69,NA,NA,"other molecular function",NA,"ENSMUSG00000002059","Rab34",NA,NA
"1472","Q9CR61",-0.410885750438101,-1.32950181842153,24.1393577582263,2.93324702236597,0.0088785745211761,0.0277702080856786,0.010040383652037,-3.1536638396181,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 OS=Mus musculus OX=10090 GN=Ndufb7 PE=1 SV=3",0,108.379,50,9,129,9,137,16.3,8.18,"cell organization and biogenesis;other metabolic processes","other membranes;mitochondrion","other molecular function","66916","ENSMUSG00000033938","Ndufb7","Complex I biogenesis","Oxidative phosphorylation; Electron Transport Chain"
"1473","Q8BKZ9",-0.410563313200953,-1.32920471267139,26.4567316401236,3.33516239340848,0.00368105935035536,0.0145070548997505,0.00524505961227475,-2.30961805932502,"Pyruvate dehydrogenase protein X component, mitochondrial OS=Mus musculus OX=10090 GN=Pdhx PE=1 SV=1",0,144.755,30,13,194,13,501,54,7.75,"other metabolic processes","mitochondrion;other cell component","other molecular function","27402","ENSMUSG00000010914","Pdhx","Glyoxylate metabolism and glycine degradation; Regulation of pyruvate dehydrogenase (PDH) complex; Signaling by Retinoic Acid","Glycolysis and Gluconeogenesis; TCA Cycle"
"1474","Q9D0Y8",-0.410543180383868,-1.32918616374187,17.8914083509967,1.89938686208991,0.0736481619502157,0.142278140316569,0.0514409942363167,-5.09884424778753,"39S ribosomal protein L52, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl52 PE=1 SV=1",0,26.726,27,1,7,1,121,13.6,10.93,"protein metabolism;other metabolic processes","mitochondrion;translational apparatus;nucleus","other molecular function","68836","ENSMUSG00000010406","Mrpl52","Mitochondrial translation elongation; Mitochondrial translation termination",NA
"1475","Q9CX00",-0.410406261497847,-1.32906002339477,23.2230248493426,3.13543949103405,0.0057143699487232,0.0200895022015327,0.00726340648437031,-2.73286315114299,"IST1 homolog OS=Mus musculus OX=10090 GN=Ist1 PE=1 SV=1",0,78.457,27,6,86,6,362,39.4,5.44,"cell cycle OR cell proliferation;cell organization and biogenesis;transport;developmental processes;other biological processes","non-structural extracellular;cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component","other molecular function","71955","ENSMUSG00000031729","Ist1","Neutrophil degranulation; Sealing of the nuclear envelope (NE) by ESCRT-III",NA
"1476","Q9JK48",-0.410166444401813,-1.32883911404347,24.0490185717343,2.95970998939226,0.00838366470443893,0.02663030213374,0.00962824799034545,-3.09910135871479,"Endophilin-B1 OS=Mus musculus OX=10090 GN=Sh3glb1 PE=1 SV=1",0,44.361,17,6,25,5,365,40.8,6.04,"cell organization and biogenesis;other metabolic processes;stress response;transport;developmental processes;other biological processes","other membranes;cytosol;mitochondrion;ER/Golgi;other cytoplasmic organelle;other cell component","other molecular function","54673","ENSMUSG00000037062","Sh3glb1",NA,NA
"1477","Q8BTZ5",-0.409949797134772,-1.32863957932589,18.5371795556448,2.77864822824644,0.0134118658244975,0.0387224638932928,0.0140001973424648,-3.44484926462653,"Ankyrin repeat domain-containing protein 46 OS=Mus musculus OX=10090 GN=Ankrd46 PE=1 SV=1",0,10.052,10,2,4,2,228,25.2,5.73,NA,"other membranes",NA,"68839","ENSMUSG00000048307","Ankrd46",NA,NA
"1478","Q3TAA8",-0.409769382526168,-1.3284734381835,18.0836351192957,2.46266993104548,0.0240959600794073,0.0613054736429594,0.0221651373099575,-4.09093920758202,"Phosphatidylinositol glycan anchor biosynthesis class U protein OS=Mus musculus OX=10090 GN=Pigu PE=1 SV=1",0.001,4.456,3,1,4,1,435,49.9,7.72,"protein metabolism;other metabolic processes;other biological processes","plasma membrane;other membranes;ER/Golgi","other molecular function","228812","ENSMUSG00000038383","Pigu",NA,NA
"1479","Q9JL04",-0.409411977561131,-1.32814437058317,23.0440982857789,2.02077543046839,0.0584243671054827,0.117835430277742,0.0426036752818404,-4.89485490867939,"Formin-2 OS=Mus musculus OX=10090 GN=Fmn2 PE=1 SV=2",0,120.437,12,11,49,11,1578,167.3,5.48,"cell cycle OR cell proliferation;cell organization and biogenesis;stress response;transport;developmental processes;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component","cytoskeletal activity","54418","ENSMUSG00000028354","Fmn2",NA,NA
"1480","Q3TVI8",-0.409285942697348,-1.32802834801532,20.3985590996877,2.10874810024006,0.0492284494930806,0.103859378721751,0.0375506011698331,-4.74210236817448,"Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Mus musculus OX=10090 GN=Pbxip1 PE=1 SV=2",0,28.284,6,4,18,4,727,81.1,5.36,"other biological processes","other membranes;cytoskeleton;nucleus;other cell component","other molecular function","229534","ENSMUSG00000042613","Pbxip1",NA,NA
"1481","P12787",-0.4088693033803,-1.32764487893816,28.0617582919603,3.19751613792249,0.00498634218336615,0.0182292899300983,0.00659084238899863,-2.60202884634703,"Cytochrome c oxidase subunit 5A, mitochondrial OS=Mus musculus OX=10090 GN=Cox5a PE=1 SV=2",0,164.443,60,9,183,9,146,16.1,6.54,"other metabolic processes;transport","other membranes;mitochondrion","transporter activity;other molecular function","12858","ENSMUSG00000000088","Cox5a","Cytoprotection by HMOX1; Respiratory electron transport; TP53 Regulates Metabolic Genes","Arachidonate Epoxygenase   Epoxide Hydrolase; Electron Transport Chain"
"1482","O09174",-0.408813175699802,-1.32759322825944,18.4068800160433,2.12139475122932,0.0480204166301255,0.101801216750578,0.0368064678977722,-4.71982014063218,"Alpha-methylacyl-CoA racemase OS=Mus musculus OX=10090 GN=Amacr PE=1 SV=4",0.002,3.3,2,1,3,1,381,41.7,7.4,"other metabolic processes","plasma membrane;other membranes;other cytoplasmic organelle;other cell component","signal transduction activity or receptor binding;other molecular function","17117","ENSMUSG00000022244","Amacr","Peroxisomal protein import; Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol; Synthesis of bile acids and bile salts via 24-hydroxycholesterol; Beta-oxidation of pristanoyl-CoA",NA
"1483","O88441",-0.40872431854504,-1.32751146286839,24.9583715907993,3.43924209532778,0.00292334811267363,0.012152863831273,0.00439389632805353,-2.08669530310031,"Metaxin-2 OS=Mus musculus OX=10090 GN=Mtx2 PE=1 SV=1",0,128.854,32,7,125,7,263,29.7,5.63,"cell organization and biogenesis;transport","other membranes;mitochondrion;nucleus;other cell component",NA,"53375","ENSMUSG00000027099","Mtx2",NA,NA
"1484","P20152",-0.408178160947109,-1.32700900515415,24.8287429910213,2.34615304309196,0.0306110329213771,0.0728051181310485,0.0263228606574463,-4.31127820757388,"Vimentin OS=Mus musculus OX=10090 GN=Vim PE=1 SV=3",0,224.198,55,25,116,22,466,53.7,5.12,"cell organization and biogenesis;stress response;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cytoplasmic organelle;other cell component","cytoskeletal activity;nucleic acid binding activity;other molecular function","22352","ENSMUSG00000026728","Vim","Striated Muscle Contraction; Aggrephagy; Caspase-mediated cleavage of cytoskeletal proteins; RHOBTB1 GTPase cycle","Spinal Cord Injury; Primary Focal Segmental Glomerulosclerosis FSGS; Alpha6-Beta4 Integrin Signaling Pathway"
"1485","Q9WUR2",-0.407840910052201,-1.32669883380329,23.4146681881401,2.90082358284927,0.00952357411211834,0.0293910771933112,0.0106264126670216,-3.22028607672173,"Enoyl-CoA delta isomerase 2 OS=Mus musculus OX=10090 GN=Eci2 PE=1 SV=2",0,60.494,18,7,61,7,391,43.2,8.92,"other metabolic processes","mitochondrion;other cytoplasmic organelle;other cell component","other molecular function","23986","ENSMUSG00000021417","Eci2","Peroxisomal protein import; Beta-oxidation of very long chain fatty acids",NA
"1486","Q8BZ98",0.407612187788494,1.32648851804054,25.9037846688307,-3.03317661080088,0.00714581923130991,0.0236057616015024,0.00853471829041993,-2.94678414920861,"Dynamin-3 OS=Mus musculus OX=10090 GN=Dnm3 PE=1 SV=1",0,499.444,52,40,504,27,863,97.1,8.35,"cell organization and biogenesis;other metabolic processes;transport;developmental processes;other biological processes","non-structural extracellular;plasma membrane;other membranes;cytoskeleton;mitochondrion;ER/Golgi;other cell component","signal transduction activity or receptor binding;cytoskeletal activity;other molecular function","103967","ENSMUSG00000040265","Dnm3","Clathrin-mediated endocytosis; MHC class II antigen presentation; Recycling pathway of L1; Toll Like Receptor 4 (TLR4) Cascade",NA
"1487","Q91ZU9",0.407297206469675,1.3261989395202,20.6504685911594,-2.82306152839805,0.0112601449260041,0.0336438446955135,0.0121640106991749,-3.37898371185617,"Glutamate receptor ionotropic, NMDA 3B OS=Mus musculus OX=10090 GN=Grin3b PE=1 SV=1",0.056,1.102,1,1,5,1,1003,109.1,8.48,"cell organization and biogenesis;transport;signal transduction;other biological processes","plasma membrane;other membranes;other cell component","transporter activity;other molecular function","170483","ENSMUSG00000035745","Grin3b",NA,NA
"1488","P03888",-0.407061857400578,-1.32598261228533,24.1597593241329,3.00146296978944,0.00765671112306056,0.0249348361661958,0.00901524830627413,-3.01268320517449,"NADH-ubiquinone oxidoreductase chain 1 OS=Mus musculus OX=10090 GN=Mtnd1 PE=1 SV=3",0,103.078,14,5,95,5,318,36,6.93,"other metabolic processes;stress response;other biological processes","other membranes;mitochondrion;other cell component","other molecular function","17716; 3338902","ENSMUSG00000064341","Mtnd1","Complex I biogenesis","Oxidative phosphorylation; Electron Transport Chain"
"1489","F6S200",-0.406951234121493,-1.32588094220481,19.4122527480127,2.94050635455177,0.0087400643717695,0.027467778061518,0.00993103936980846,-3.13871276815024,"Pleckstrin homology domain-containing, family G (with RhoGef domain) member 1 (Fragment) OS=Mus musculus OX=10090 GN=Plekhg1 PE=1 SV=1",0,27.929,2,2,2,2,1446,161.9,6.34,NA,"nucleus","enzyme regulator activity",NA,"ENSMUSG00000040624","Plekhg1",NA,NA
"1490","E9QMU3",-0.406788392268641,-1.32573129399889,20.8555033800121,2.21446184822675,0.0399299557606087,0.0884564112718151,0.0319816222806562,-4.5534581607521,"Ensconsin OS=Mus musculus OX=10090 GN=Map7 PE=1 SV=3",0,44.928,7,4,26,4,730,81.9,9.36,"cell organization and biogenesis","cytoskeleton",NA,"17761","ENSMUSG00000019996","Map7",NA,NA
"1491","A0A1L1SRI1",0.406589425332843,1.32554847053485,19.0291106993826,-2.87108467781935,0.0123172660195199,0.0360106419754657,0.0130197317886244,-3.2170201121606,"Talin-2 (Fragment) OS=Mus musculus OX=10090 GN=Tln2 PE=1 SV=1",0,379.908,28,28,205,1,1471,154.7,5.24,"cell adhesion","other cell component","cytoskeletal activity",NA,"ENSMUSG00000052698","Tln2",NA,NA
"1492","Q3UE31",-0.406522432950133,-1.32548691935031,18.0423730632734,2.28624033921801,0.0345678063511062,0.0796137500155321,0.02878453743188,-4.42240168032621,"Uncharacterized protein KIAA0930 homolog OS=Mus musculus OX=10090 PE=1 SV=2",0.002,3.503,2,1,1,1,404,45.9,8.13,NA,NA,NA,NA,NA,NA,NA,NA
"1493","Q9JM93",-0.406449139335471,-1.32541958200109,16.7074023712379,1.49492304996623,0.155656656725349,0.25307049676345,0.0914982297099537,-5.64105983309005,"ADP-ribosylation factor-like protein 6-interacting protein 4 OS=Mus musculus OX=10090 GN=Arl6ip4 PE=1 SV=1",0.057,1.098,7,1,1,1,229,25.5,11.19,"RNA metabolism OR transcription;other metabolic processes","nucleus",NA,"65105","ENSMUSG00000029404","Arl6ip4",NA,NA
"1494","Q8CHT0",-0.406421646083345,-1.32539432389283,24.2695875968701,2.38434466773813,0.0283132096473284,0.0686660672123823,0.0248263771219067,-4.23965517186809,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh4a1 PE=1 SV=3",0,129.59,28,13,78,13,562,61.8,8.24,"other metabolic processes","mitochondrion","other molecular function","212647","ENSMUSG00000028737","Aldh4a1","Glyoxylate metabolism and glycine degradation; Proline catabolism",NA
"1495","Q3TXV4",-0.406198381778733,-1.3251892283336,21.7854961682402,1.69588166490412,0.10712329825846,0.190339458267174,0.0688176760947241,-5.42154192640665,"Rab22B OS=Mus musculus OX=10090 GN=Rab31 PE=1 SV=1",0,74.871,42,6,53,5,195,21.4,7.4,"cell organization and biogenesis;other metabolic processes;transport;other biological processes","other membranes;ER/Golgi;other cytoplasmic organelle;other cell component","other molecular function","106572","ENSMUSG00000056515","Rab31",NA,NA
"1496","Q99LC5",-0.406016080820734,-1.32502178615334,26.3585478620664,3.44286546978871,0.00289995016827405,0.012081082043518,0.00436794345488579,-2.07890984075439,"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Etfa PE=1 SV=2",0,200.772,56,14,199,14,333,35,8.38,"other metabolic processes","mitochondrion","other molecular function","110842","ENSMUSG00000032314","Etfa","Respiratory electron transport",NA
"1497","Q9Z268",0.405680287706925,1.32471341785454,19.8256728470063,-1.15772061376881,0.263955865185657,0.381043979742371,0.137767341645721,-6.0617038121024,"RasGAP-activating-like protein 1 OS=Mus musculus OX=10090 GN=Rasal1 PE=1 SV=2",0,117.132,22,12,25,12,799,89.3,6.37,"signal transduction;other biological processes","plasma membrane;other membranes;cytosol","enzyme regulator activity;other molecular function","19415","ENSMUSG00000029602","Rasal1","Regulation of RAS by GAPs",NA
"1498","Q9CTY5",-0.405096265875617,-1.32417726505627,24.5577887304897,3.41433430719749,0.00308931529214773,0.0127220392542886,0.00459968303281122,-2.14017101207336,"Calcium uptake protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Micu3 PE=2 SV=2",0,176.735,38,19,201,19,523,59.8,7.15,"transport;other biological processes","other membranes;mitochondrion","other molecular function","78506","ENSMUSG00000039478","Micu3","Processing of SMDT1",NA
"1499","P09671",-0.405055462360313,-1.32413981409005,28.1115513391616,3.85679313996315,0.00115423574232447,0.00607322170961378,0.00219578750653472,-1.18153369772852,"Superoxide dismutase [Mn], mitochondrial OS=Mus musculus OX=10090 GN=Sod2 PE=1 SV=3",0,300.896,51,9,501,9,222,24.6,8.62,"cell organization and biogenesis;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes","mitochondrion;other cell component","nucleic acid binding activity;other molecular function","20656","ENSMUSG00000006818","Sod2","Detoxification of Reactive Oxygen Species; Transcriptional activation of mitochondrial biogenesis","One carbon metabolism and related pathways; Oxidative Stress; Oxidative Stress and Redox Pathway"
"1500","H3BKU1",-0.404989369877825,-1.32407915422751,26.0148730205208,3.37778609280068,0.00334981354791664,0.0134847959063733,0.0048754594834754,-2.21849679718624,"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Mus musculus OX=10090 GN=Ppp2r1b PE=1 SV=1",0,60.182,11,7,98,1,667,73.3,5.2,NA,NA,NA,NA,"ENSMUSG00000032058","Ppp2r1b",NA,NA
